,abundance,relative abundance (%)
methanoculleus_a,0.0,0.0
methanofastidiosum,0.0,0.0
methanofollis,0.0,0.0
methanogenium,0.0,0.0
methanogranum,0.0602885685248464,0.039902520415025115
methanolinea_a,0.0,0.0
methanomethylophilus,0.0,0.0
methanomethylovorans,0.06394568344792301,0.042323014157848296
methanomicrobium,0.0,0.0
methanoregula,0.34239324840462304,0.22661598904610988
methanosarcina,0.1561938312670851,0.10337826379585167
methanosphaera,0.0,0.0
methanosphaerula,0.0,0.0
methanospirillum,0.7256968896892264,0.48030888217242446
methanothermobacter,0.5606304917741529,0.37105823194465537
methanothermobacter_a,0.0,0.0
methanothrix,0.8012843085854954,0.5303370815380207
methanothrix_b,0.0,0.0
methylobacterium,0.036919057552173,0.02443520361695009
methyloceanibacter,0.0,0.0
methylocystis,0.0,0.0
methyloversatilis,0.0,0.0
microbacterium,0.0213152278159743,0.01410767138594941
micropruina,0.0,0.0
microthrix,0.0,0.0
microvirga,0.0,0.0
miltoncostaea,0.0,0.0
miniphocaeibacter,0.0,0.0
mnb-11,0.0,0.0
mobilitalea,0.0,0.0
mogibacterium,0.0,0.0
monoglobus,0.0213152278159743,0.01410767138594941
moorella,2.0866507749002716,1.3810682054952341
mt11,0.1860266601414525,0.12312338450985238
muribaculum,0.0,0.0
mycobacterium,0.0,0.0
nk4a136,0.0,0.0
norp181,0.0,0.0
naasia,0.0778065826148362,0.05149697243072417
nakamurella,0.5563609697098987,0.3682324111381605
nanosyncoccus,0.0,0.0
natranaerobius,0.0,0.0
natronomonas,0.0,0.0
neofamilia,0.0,0.0
neorhizobium,0.0,0.0
neoroseomonas,0.0,0.0
nitrosocosmicus,0.0,0.0
nitrosomonas,0.0670633418145962,0.044386463824462645
nitrosopolaris,0.0,0.0
nitrososphaera,0.0,0.0
nitrosotalea,0.0,0.0
nitrosotenuis,0.0,0.0
niveibacterium,0.0670633418145962,0.044386463824462645
nocardia,0.0,0.0
nocardioides,0.0,0.0
nocardiopsis,0.0,0.0
nocardiopsis_a,0.0514595120783975,0.03405893159346197
nodosilinea,0.0213152278159743,0.01410767138594941
novosphingobium,0.0,0.0
nucleicultrix,0.0426304556319486,0.02821534277189882
numidum,0.0,0.0
olb9,0.0,0.0
oceanipulchritudo,0.0,0.0
oceanobacillus,0.1977609116890597,0.1308898023132618
ochrobactrum,0.0426304556319487,0.028215342771898886
ochrobactrum_a,0.0301442842624232,0.019951260207512558
odoribacter,0.0301442842624232,0.019951260207512558
olegusella,0.0,0.0
oleiliquidispirillum,0.0,0.0
oligella,0.1417522660627592,0.09381998658857246
oligosphaera,0.0639456834479231,0.04232301415784836
olsenella,0.0,0.0
onthenecus,0.0,0.0
onthovivens,0.0,0.0
ornithinicoccus,0.0,0.0
oscillibacter,0.0,0.0
otoolea,0.0,0.0
ottowia,0.0,0.0
oxobacter,0.0,0.0
palsa-555,0.0,0.0
palsa-968,0.0,0.0
ph28-bin88,0.0,0.0
phaa01,0.2648242535036559,0.17527626613772448
phbp01,0.0,0.0
phos-he28,0.0,0.0
planc-01,0.0,0.0
pnke01,0.1065761390798716,0.07053835692974711
pnof01,0.0,0.0
prdv01,0.0,0.0
psrf01,0.0,0.0
pwym01,0.0,0.0
paenalcaligenes,0.1320724004724933,0.08741328223679969
paenibacillus,0.0,0.0
paenibacillus_a,0.0795495131841216,0.052650546388848904
paenibacillus_ae,0.0,0.0
paenibacillus_ak,0.1278913668958461,0.08464602831569665
paenibacillus_b,0.0514595120783975,0.03405893159346197
paenibacillus_d,0.0,0.0
paenibacillus_e,0.0,0.0
paenibacillus_g,0.0883785696305705,0.058494135210412065
paenibacillus_v,0.0,0.0
paeniglutamicibacter,0.0213152278159743,0.01410767138594941
paenirhodobacter,0.0,0.0
paenisporosarcina,0.0,0.0
palauibacter,0.0,0.0
palsa-465,0.0,0.0
paludibacter,2.4942679328751005,1.6508532139235224
pan216,0.0,0.0
parabacteroides,0.0,0.0
paracholeplasma,0.0,0.0
parachristensenella,0.0,0.0
paraclostridium,0.0213152278159743,0.01410767138594941
paracoccus,0.0213152278159743,0.01410767138594941
parafannyhessea,0.0,0.0
parageobacillus,0.036919057552173,0.02443520361695009
paralactobacillus,0.0,0.0
parapusillimonas,0.0,0.0
pararcticibacter,0.0,0.0
paratissierella,0.0,0.0
parvibacillus,0.0,0.0
parvimonas,0.0,0.0
patulibacter,0.0,0.0
paucisalibacillus,0.0,0.0
pauljensenia,0.0,0.0
peh17,0.0,0.0
pedobacter,0.0,0.0
pedococcus,0.0,0.0
pedosphaera,0.0582342853681473,0.038542875002899504
pelagibacterium,0.0,0.0
pelethomonas,0.0,0.0
pelobium,0.0,0.0
pelolinea,0.0,0.0
pelosinus,0.1669370720673251,0.1104887724021132
pelotomaculum,0.0,0.0
pelotomaculum_c,0.084581355904586,0.055980915840161696
peptostreptococcus,0.0,0.0
perlabentimonas,0.0,0.0
petralouisia,0.0,0.0
petrimonas,0.0301442842624232,0.019951260207512558
petroclostridium,0.0,0.0
phaeovulum,0.0,0.0
phascolarctobacterium,0.0,0.0
phascolarctobacterium_a,0.0,0.0
phenylobacterium,0.0,0.0
phil1,0.0213152278159743,0.01410767138594941
phocaeicola,0.0,0.0
phosphoribacter,0.0,0.0
pirellula,0.0,0.0
piscicoccus,0.0301442842624232,0.019951260207512558
planifilum,1.7078601866083802,1.1303623162667076
plantactinospora,0.0795495131841216,0.052650546388848904
pluralibacter,0.0,0.0
polynucleobacter,0.0,0.0
pontibacillus,0.0,0.0
porcipelethomonas,0.0,0.0
porphyromonas,0.0,0.0
prevotella,0.2088156078773554,0.13820645041303511
pristimantibacillus,0.0,0.0
prolixibacter,0.0301442842624232,0.019951260207512558
promineifilum,0.0,0.0
propioniciclava,0.0,0.0
propionicimonas,0.0,0.0
propionivibrio,0.0301442842624232,0.019951260207512558
prosthecobacter,0.0,0.0
proteiniborus,0.0,0.0
proteiniclasticum,0.0,0.0
proteiniphilum,0.2887064479907364,0.19108290703820616
pseudidiomarina,0.0,0.0
pseudobutyricicoccus,0.036919057552173,0.02443520361695009
pseudochelatococcus,0.0,0.0
pseudoclostridium,0.0,0.0
pseudomonas_e,0.18010279879616212,0.11920262467013565
pseudomonas_m,0.0,0.0
pseudonocardia,0.0,0.0
pseudorhodoplanes,0.0,0.0
psychrobacter,0.0213152278159743,0.01410767138594941
pullulanibacillus,0.0883785696305705,0.058494135210412065
pygmaiobacter,0.0,0.0
pyramidobacter,0.0,0.0
qakw01,0.0,0.0
qalr01,0.0,0.0
qana01,0.0,0.0
qeuy01,0.0,0.0
qkmz01,0.0,0.0
qvmg01,0.0,0.0
qyoj01,0.0,0.0
quisquiliibacterium,0.0,0.0
r2a130,0.0,0.0
rbg-16-49-21,0.0,0.0
rciz01,0.0,0.0
rf16,0.0213152278159743,0.01410767138594941
rfsx01,0.0,0.0
rgig10190,0.0,0.0
rgig1681,0.0,0.0
rgig3456,0.0,0.0
rgig4266,0.0,0.0
rgig446,0.08160379634082071,0.054010191800974536
rgig4465,0.0,0.0
rgig529,0.0,0.0
rgig6353,0.047662298352413,0.031545712223211606
rgig8124,0.0,0.0
rhkx01,0.0,0.0
rprb01,0.0,0.0
rsa17,0.0,0.0
rug11247,0.19495470871044232,0.1290324921401593
rug11257,0.0,0.0
rug13615,0.0,0.0
rug14515,0.0,0.0
rug563,0.4072715868815166,0.2695562891545831
rug666,0.0,0.0
rug695,0.1223847352403585,0.08100141562331598
rug721,0.0,0.0
rug754,0.0,0.0
rug806,0.0,0.0
rzyc01,0.0,0.0
rzyy01,0.0778065826148362,0.05149697243072417
raineyella,0.0,0.0
rathayibacter,0.0,0.0
rectinema,0.0213152278159743,0.01410767138594941
reyranella,0.0,0.0
rhabdaerophilum,0.0,0.0
rhizomicrobium,0.0514595120783975,0.03405893159346197
rhodococcus,0.0,0.0
rhodoferax,0.0,0.0
rhodoglobus,0.0,0.0
rhodosalinus,0.0,0.0
rhodovarius,0.0,0.0
robinsoniella,0.0,0.0
romboutsia_a,0.246755547718099,0.16331733396994325
roseicyclus,0.0,0.0
roseinatronobacter,0.0,0.0
rossellomorea,0.0,0.0
rothia,0.0,0.0
rubrivivax,0.0,0.0
rumen-m2,0.0,0.0
ruminiclostridium,0.0,0.0
ruminiclostridium_d,0.0,0.0
ruminococcus,0.0727747398943718,0.04816660297941138
ruminococcus_e,0.0,0.0
ruminococcus_g,0.0,0.0
rummeliibacillus,0.0,0.0
ruoffia,0.0,0.0
s145-28,0.0,0.0
sb21,0.0902927539843617,0.0597610549951105
scmt01,0.0,0.0
sfeb01,0.0,0.0
sffi01,0.0,0.0
sfla01,0.0,0.0
sfmi01,0.0,0.0
shnd01,0.0,0.0
shva01,0.0,0.0
shvz01,0.0,0.0
sibe01,0.0301442842624232,0.019951260207512558
sig204,0.0,0.0
sig37,0.0,0.0
sig424,0.09484188753226461,0.06277193912633783
sig435,0.24832840514263102,0.1643583435183197
sig459,0.0,0.0
sig502,0.0,0.0
sig636,0.0,0.0
sklg01,0.0,0.0
skmy01,0.6442955278567704,0.42643267343491237
skvr01,0.0,0.0
skw16,0.200738471252825,0.132860526352449
sm1-50,0.0,0.0
sm23-62,0.0,0.0
sr-fbr-e99,0.32973407185630754,0.21823740147940743
stc-113,0.0602885685248464,0.039902520415025115
sxxk01,0.0213152278159743,0.01410767138594941
syfn01,0.0,0.0
syhx01,0.0,0.0
szua-378,0.0,0.0
szua-444,0.0,0.0
saccharofermentans,0.0,0.0
saccharomonospora,0.3881422884550988,0.2568953944002041
saccharopolyspora,0.0,0.0
salinicoccus,0.0,0.0
salinigranum,0.0,0.0
sanguibacter,0.295328840328394,0.1954659957715335
sarcina,0.0,0.0
savagea,0.0727747398943719,0.048166602979411444
sbd1,0.0213152278159743,0.01410767138594941
scatomorpha,0.2784484910085539,0.18429358780384256
scrofimicrobium,0.0795495131841216,0.052650546388848904
scybalousia,0.0,0.0
secundilactobacillus,0.1580356511582693,0.10459728852320921
sedimentibacter,0.0670633418145962,0.044386463824462645
serinicoccus,0.0,0.0
serratia,0.0,0.0
shouchella,0.0301442842624232,0.019951260207512558
siccibacter,0.0,0.0
siculibacillus,0.0,0.0
sideroxyarcus,0.12423425197276951,0.08222553457287349
siminovitchia,0.0,0.0
sinanaerobacter,0.0,0.0
skermania,0.0,0.0
soehngenia,0.0,0.0
solibacillus,0.0,0.0
solidesulfovibrio,0.0301442842624232,0.019951260207512558
sphaerobacter,0.14554947978874372,0.09633320595882283
sphaerochaeta,0.0,0.0
sphingobacterium,0.0,0.0
sphingomonas,0.0426304556319487,0.028215342771898886
spirillospora,0.073838115104346,0.04887040723390018
spirosoma,0.0,0.0
sporanaerobacter,0.0,0.0
sporobacter,0.0,0.0
sporomusa,0.0,0.0
sporosarcina,0.2776965711866356,0.18379592304286568
sporotomaculum,0.0,0.0
staphylococcus,0.0213152278159743,0.01410767138594941
stenotrophomonas,0.0,0.0
streptacidiphilus,0.4197758477768862,0.2778323444310764
streptococcus,0.0,0.0
streptomyces,0.3096803488774516,0.20496466818783363
stutzerimonas,0.0,0.0
succinivibrio,0.0,0.0
suicoccus,0.0,0.0
sulfurimonas,0.0,0.0
sulfurospirillum,0.0514595120783975,0.03405893159346197
sulfurospirillum_b,0.0,0.0
sulfurovum,0.0,0.0
sunxiuqinia,0.0,0.0
sutterella,0.0,0.0
symbiobacterium,0.18370316633539652,0.12158555965683529
syner-03,1.1160414309626605,0.7386618570093983
synergistes,0.0,0.0
syntrophaceticus,9.605153565786111,6.35725553991677
syntrophobacter,0.0,0.0
syntrophomonas,0.9536326844104798,0.6311701967586453
syntrophomonas_b,0.0582342853681473,0.038542875002899504
syntrophorhabdus,0.0,0.0
syntrophosphaera,0.0,0.0
syntrophotalea,0.0,0.0
syntrophothermus,0.0,0.0
syntrophus,0.0,0.0
t3sed10-213,0.0,0.0
t78,1.833004035318376,1.213189875456597
ta-13,0.0,0.0
ta-20,0.0,0.0
ta-21,0.0,0.0
tta-h9,0.0,0.0
tabrizicola,0.0301442842624232,0.019951260207512558
tatlockia,0.0,0.0
tener-01,0.0,0.0
tepidanaerobacter,0.5860975601524265,0.387913835597877
tepidibacter,0.0,0.0
teretinema,0.1679280828146923,0.11114468159926111
termiticorpusculum,0.0,0.0
terribacillus,0.5503216516345556,0.364235235244112
terrisporobacter,0.0,0.0
thalassospira,0.0,0.0
thauera,0.0426304556319486,0.02821534277189882
thermacetogenium,0.0,0.0
thermaerobacter,0.529830562721044,0.35067302745408097
thermanaerosceptrum,0.0,0.0
thermoactinomyces,1.432678701000583,0.9482310247802168
thermoanaerobacter,0.0,0.0
thermoanaerobacterium,0.0,0.0
thermobacillus,0.2901080516307626,0.19201057076000888
thermobifida,0.0,0.0
thermobispora,0.0213152278159743,0.01410767138594941
thermoclostridium,0.0795495131841217,0.05265054638884898
thermoclostridium_a,0.21261282160333989,0.14071966978328546
thermodesulfitimonas,0.9873060045656714,0.653457180473982
thermodesulfovibrio,0.0,0.0
thermoflavimicrobium,0.0,0.0
thermogutta,0.0,0.0
thermomonospora,0.036919057552173,0.02443520361695009
thermopolyspora,0.1949547087104423,0.1290324921401593
thermosinus,0.0,0.0
thermostaphylospora,0.0,0.0
thermosynergistes,0.0,0.0
thermovirga,0.0,0.0
thiobacillus,0.0,0.0
thioglobus_c,0.0,0.0
thiomicrorhabdus,0.0,0.0
thiomicrospira,0.0,0.0
thiopseudomonas,0.0,0.0
tidjanibacter,0.5201574323104131,0.34427078084030827
tissierella,0.0,0.0
tissierella_a,0.0426304556319487,0.028215342771898886
traorella,0.0,0.0
treponema_d,0.0,0.0
treponema_f,0.047662298352413,0.031545712223211606
trichococcus,0.5857170387667937,0.3876619841651745
trueperella,0.0,0.0
tumebacillus,0.0,0.0
turicibacter,0.047662298352413,0.031545712223211606
uba10281,0.0,0.0
uba10511,0.0301442842624232,0.019951260207512558
uba10518,0.2017036382490529,0.1334993306351385
uba10566,0.7934148602213629,0.5251286177829828
uba1062,0.0,0.0
uba10649,0.0,0.0
uba1067,0.0213152278159743,0.01410767138594941
uba10799,0.0,0.0
uba11358,0.0,0.0
uba11452,0.1434951966320447,0.09497356054669728
uba1179,0.0,0.0
uba11865,0.09816837465466621,0.0649736039453863
uba1217,0.0,0.0
uba12396,0.0,0.0
uba12465,0.0,0.0
uba12481,0.0213152278159743,0.01410767138594941
uba12545,0.6976788184558166,0.461764874796963
uba1258,0.4039650385103102,0.26736782097373785
uba1361,0.0,0.0
uba1362,0.0,0.0
uba1367,0.0,0.0
uba1384,0.0,0.0
uba1412,0.2782601508842465,0.18416893323268538
uba1413,0.1164685707362946,0.07708575000579901
uba1425,0.0,0.0
uba1429,0.0426304556319487,0.028215342771898886
uba1444,0.41927515420145556,0.2775009559754514
uba1535,0.0,0.0
uba1547,0.0213152278159743,0.01410767138594941
uba1685,0.0,0.0
uba1711,0.0,0.0
uba1712,0.0,0.0
uba1752,0.0,0.0
uba1829,0.0,0.0
uba183,0.0,0.0
uba1876,0.0,0.0
uba2192,0.0,0.0
uba2199,0.0,0.0
uba2212,0.1039823993667692,0.06882166744141274
uba2214,0.0,0.0
uba2224,0.0,0.0
uba2227,0.0,0.0
uba2253,0.0,0.0
uba2256,0.14920659471182052,0.09875369970164613
uba2259,0.0,0.0
uba2284,0.0,0.0
uba2632,0.0,0.0
uba2658,0.0514595120783975,0.03405893159346197
uba288,0.0,0.0
uba3006,0.0,0.0
uba3103,0.0,0.0
uba3207,0.0,0.0
uba3254,0.0,0.0
uba3263,0.0,0.0
uba3291,0.0,0.0
uba3534,0.08160379634082071,0.054010191800974536
uba3583,0.0,0.0
uba3700,0.2835768965881254,0.18768786823448583
uba3775,0.0,0.0
uba3792,0.0213152278159743,0.01410767138594941
uba3946,0.4126934015069454,0.2731447649481075
uba4053,0.0,0.0
uba4179,1.0404034313034034,0.6886001803200386
uba4334,0.0,0.0
uba4372,0.0,0.0
uba4417,0.2589727566209724,0.17140340135534857
uba4644,0.0,0.0
uba472,0.047662298352413,0.031545712223211606
uba4782,0.0213152278159743,0.01410767138594941
uba4810,0.1682694097439515,0.11137059183558311
uba4923,0.0213152278159743,0.01410767138594941
uba4971,7.316363098597844,4.84239939757768
uba5026,0.0213152278159743,0.01410767138594941
uba5066,0.0301442842624232,0.019951260207512558
uba5072,0.0,0.0
uba5124,0.2493917803526052,0.1650621477728085
uba5150,0.0,0.0
uba5189,0.0,0.0
uba5232,0.0,0.0
uba5272,0.0213152278159743,0.01410767138594941
uba5348,0.0,0.0
uba5352,0.0,0.0
uba5429,0.919524754252815,0.6085955625828551
uba5435,0.0213152278159743,0.01410767138594941
uba5453,0.0602885685248464,0.039902520415025115
uba5456,0.0735266597162902,0.04866426774038834
uba5734,0.0,0.0
uba5738,0.0,0.0
uba5767,0.0,0.0
uba5851,0.0,0.0
uba5905,0.0,0.0
uba6,0.0,0.0
uba6016,0.0,0.0
uba6024,0.5642533849967112,0.3734560757533869
uba6082,0.102919024156795,0.06811786318692394
uba6107,0.0727747398943719,0.048166602979411444
uba6115,0.0213152278159743,0.01410767138594941
uba6163,0.0,0.0
uba6170,0.0213152278159743,0.01410767138594941
uba6182,0.0213152278159743,0.01410767138594941
uba6256,0.0,0.0
uba6345,0.0,0.0
uba644,0.0213152278159743,0.01410767138594941
uba6503,0.0,0.0
uba6544,0.0,0.0
uba6659,0.0,0.0
uba6857,0.0,0.0
uba7050,0.0,0.0
uba7067,0.0,0.0
uba7173,0.0,0.0
uba721,0.0,0.0
uba7332,0.0,0.0
uba737,0.0,0.0
uba738,0.0,0.0
uba7396,0.0,0.0
uba7640,0.0,0.0
uba7703,0.0,0.0
uba7706,0.0,0.0
uba7867,0.0,0.0
uba8199,0.0,0.0
uba8346,2.1061151030116894,1.393950842599323
uba8389,1.232615522768964,0.8158174470653639
uba8515,0.0689775261683873,0.04565338360916102
uba852,0.0,0.0
uba8525,0.0,0.0
uba866,0.0,0.0
uba8904,0.0,0.0
uba8950,0.0,0.0
uba9076,0.0,0.0
uba9339,0.2499843261583542,0.16545432943658434
uba946,0.0,0.0
uba9627,0.036919057552173,0.02443520361695009
uba9628,0.0,0.0
uba9631,0.0,0.0
uba9647,0.0727747398943719,0.048166602979411444
uba9715,0.0,0.0
uba9862,0.26276997034695687,0.1739166207255989
uba9949,0.2674392676360482,0.17700703628796213
umgs1071,0.0514595120783975,0.03405893159346197
umgs1338,0.0,0.0
umgs1491,0.0,0.0
umgs1518,0.0,0.0
umgs1613,0.1504847596501008,0.09959966443080501
umgs1663,0.0,0.0
umgs1865,0.0,0.0
umgs2070,0.0,0.0
umgs263,0.084581355904586,0.055980915840161696
umgs363,0.0301442842624232,0.019951260207512558
umgs687,0.0,0.0
umgs755,0.0,0.0
umgs882,0.0,0.0
upxz01,0.7114028099341014,0.4708482195095216
udaeobacter,0.0,0.0
ulvibacter,0.0,0.0
undibacterium,0.0,0.0
unknown,32.15965070182922,21.285148247315874
ureibacillus,0.2543012164628229,0.16831150133033224
vatk01,0.0301442842624232,0.019951260207512558
vayn01,0.0,0.0
vemy01,0.0213152278159743,0.01410767138594941
veov01,0.3589907162673156,0.23760116942828916
vfjn01,0.1367204233422948,0.09048961713725967
vfzk01,0.0426304556319486,0.02821534277189882
vgbv01,0.0,0.0
vgsz01,0.0,0.0
vhbl01,0.0,0.0
vadinca11,0.0,0.0
vagococcus_d,0.0,0.0
vallitalea_a,0.0,0.0
ventricola,0.0,0.0
vermiculatibacterium,0.036919057552173,0.02443520361695009
vescimonas,0.0,0.0
vicinibacter,0.0,0.0
victivallis,0.0,0.0
villigracilis,0.0,0.0
viridilinea,0.0,0.0
vreelandella,0.0,0.0
vulgatibacter,0.0,0.0
wfva01,0.0301442842624232,0.019951260207512558
wgai01,0.0,0.0
wlnj01,0.0,0.0
wo2-35-19,0.0,0.0
wquu01,0.0514595120783975,0.03405893159346197
wqze01,0.0,0.0
wrav01,0.0,0.0
wrcc01,0.0426304556319486,0.02821534277189882
wrgt01,0.136720423342295,0.09048961713725981
wrhl01,0.0,0.0
wrio01,0.0213152278159743,0.01410767138594941
wrjc01,0.0,0.0
wrji01,0.0,0.0
wrmh01,0.0,0.0
wrms01,0.0,0.0
wrnp01,0.0,0.0
wrnx01,0.0,0.0
wtbx01,0.0,0.0
wyz-lmo8,0.0,0.0
williamwhitmania,0.1974226832590075,0.13066594284594774
wolinella,0.0,0.0
woodwardibium,0.0,0.0
xyc2-full-35-21,0.0670633418145962,0.044386463824462645
xanthobacter,0.0,0.0
xanthomarina,0.0,0.0
xanthomonas_b,0.0,0.0
xenobium,0.0426304556319486,0.02821534277189882
xylanivirga,0.0,0.0
yb12-full-65-16,0.16320759268164142,0.10802038360194907
yim-78166,1.3061464502138582,0.8644845394395412
yersinia,0.0,0.0
z2-yc6860,0.0,0.0
zc3rg10,0.4541180566632207,0.3005620380481884
zc4rg17,0.0,0.0
zcth02-b6,0.11852285389299369,0.07844539541792461
zag111,0.0,0.0
zeimonas,0.0,0.0
zhaonella,0.1320724004724933,0.08741328223679969
zoogloea,0.4428213329897356,0.29308520192429927
