,abundance,relative abundance (%)
luteimonas_c,0.0563947919397546,0.005025529001268006
luteimonas_d,0.0976786449219308,0.008704471565107065
luteolibacter,0.0,0.0
lutispora,2.2443267546665377,0.19999948232715245
lysinibacillus,0.0,0.0
lysinibacillus_b,0.0639456834479231,0.005698414261670551
lysobacter_c,0.0,0.0
m0108,0.3583469317513121,0.031933496624217926
m3007,0.0,0.0
m55b127,3.0348524875899057,0.2704458810176398
mfbs3-17,0.0,0.0
mgbc100798,0.0,0.0
mgbc108787,0.0,0.0
mgbc119817,0.0,0.0
mgiib-o1,0.0,0.0
mh13,0.1566074264471018,0.01395581287478868
mkrk01,0.036919057552173,0.0032899810079294947
mt110,0.0,0.0
mvzh01,0.0,0.0
mwbf01,0.0213152278159743,0.0018994714205568444
mwbv01,0.0,0.0
mweh01,0.0,0.0
mwff01,0.0,0.0
macellibacteroides,0.1544323522850382,0.013761984723192048
mahella,4.6867163918589725,0.4176490122202569
mangrovibacterium,0.0,0.0
maridesulfovibrio,0.0,0.0
mariniphaga,1.6138926500283468,0.14381938541975983
mariniplasma,0.0,0.0
marinitenerispora,0.5511662463900318,0.049116272274080934
marinobacter,0.0426304556319487,0.0037989428411136974
marinobacterium_d,0.0,0.0
marinospirillum,0.0,0.0
marmoricola,0.0,0.0
marseille-p3160,0.0,0.0
megasphaera,0.0,0.0
melghirimyces,0.0213152278159743,0.0018994714205568444
merdivicinus,0.0,0.0
merdousia,0.0,0.0
mesorhizobium,1.0230536862302517,0.09116774427498033
mesotoga,3.1182470639343296,0.2778774513373792
methanobacterium,0.546221184248904,0.04867560120591105
methanobacterium_a,0.0,0.0
methanobacterium_c,0.0,0.0
methanobacterium_d,0.0301442842624232,0.002686258244291587
methanobrevibacter,0.0,0.0
methanobrevibacter_a,0.0,0.0
methanobrevibacter_b,0.0,0.0
methanobrevibacter_d,0.0,0.0
methanocella_a,0.0,0.0
methanocorpusculum,0.0,0.0
methanocrinis,0.0,0.0
methanoculleus,2.5441667622648927,0.22671923076661285
methanoculleus_a,0.0,0.0
methanofastidiosum,0.0,0.0
methanofollis,0.0,0.0
methanogenium,0.0,0.0
methanogranum,0.30698405079128777,0.027356378082331486
methanolinea_a,0.0,0.0
methanomethylophilus,0.0,0.0
methanomethylovorans,0.0,0.0
methanomicrobium,0.0,0.0
methanoregula,0.0,0.0
methanosarcina,4.043446692272652,0.36032509240933686
methanosphaera,0.0,0.0
methanosphaerula,0.0,0.0
methanospirillum,0.0,0.0
methanothermobacter,66.45720077396652,5.922223991702037
methanothermobacter_a,0.5565822498853026,0.04959891050538303
methanothrix,1.610422666189788,0.14351016352506366
methanothrix_b,0.0852609112638975,0.0075978856822274034
methylobacterium,0.0,0.0
methyloceanibacter,0.1276932372687018,0.011379172527938401
methylocystis,0.0213152278159743,0.0018994714205568444
methyloversatilis,0.0522114319003159,0.004652735761363797
microbacterium,2.4716368230159853,0.22025584468754056
micropruina,0.19475657908329802,0.017355411780159483
microthrix,0.0777100197557289,0.00692500042182485
microvirga,0.0823557161627391,0.007338994005655384
miltoncostaea,0.27301957723599246,0.02432968996107233
miniphocaeibacter,0.0,0.0
mnb-11,0.0,0.0
mobilitalea,0.6744291086534294,0.06010063923026664
mogibacterium,0.0,0.0
monoglobus,0.036919057552173,0.0032899810079294947
moorella,8.4054372753545,0.7490366990050993
mt11,0.1794232434368506,0.01598900682809019
muribaculum,0.0,0.0
mycobacterium,3.61674440063793,0.3223002204706544
nk4a136,0.0,0.0
norp181,0.0,0.0
naasia,0.39237397003224533,0.03496576009795795
nakamurella,0.0,0.0
nanosyncoccus,0.0,0.0
natranaerobius,0.0,0.0
natronomonas,0.0,0.0
neofamilia,0.0,0.0
neorhizobium,0.1029190241567951,0.009171459329696872
neoroseomonas,0.189995230452585,0.016931112038893338
nitrosocosmicus,0.110035124375804,0.009805598880468913
nitrosomonas,0.0,0.0
nitrosopolaris,0.0,0.0
nitrososphaera,0.0213152278159743,0.0018994714205568444
nitrosotalea,0.0,0.0
nitrosotenuis,0.0,0.0
niveibacterium,0.0,0.0
nocardia,0.0,0.0
nocardioides,0.6045765447535696,0.053875843045777
nocardiopsis,0.1234581337543508,0.011001768253489088
nocardiopsis_a,0.0727747398943718,0.006485201085405276
nodosilinea,0.0,0.0
novosphingobium,0.1224466615140947,0.010911632570697407
nucleicultrix,0.0,0.0
numidum,0.0213152278159743,0.0018994714205568444
olb9,0.0,0.0
oceanipulchritudo,0.0,0.0
oceanobacillus,0.5871308725535405,0.05232120070076184
ochrobactrum,0.1892433106306664,0.016864105942377954
ochrobactrum_a,0.5208194505608628,0.04641196754505614
odoribacter,0.0,0.0
olegusella,0.0,0.0
oleiliquidispirillum,0.0301442842624232,0.002686258244291587
oligella,0.1154051955263204,0.010284143926518963
oligosphaera,0.0,0.0
olsenella,0.0,0.0
onthenecus,0.0,0.0
onthovivens,0.0,0.0
ornithinicoccus,0.0,0.0
oscillibacter,0.0,0.0
otoolea,1.3970854068393366,0.12449896502534999
ottowia,0.0,0.0
oxobacter,1.7676760624818608,0.15752354093867207
palsa-555,0.036919057552173,0.0032899810079294947
palsa-968,0.0426304556319486,0.0037989428411136887
ph28-bin88,0.0,0.0
phaa01,0.2777689356492426,0.024752921213857207
phbp01,0.0,0.0
phos-he28,0.0,0.0
planc-01,0.0,0.0
pnke01,0.0,0.0
pnof01,0.0,0.0
prdv01,0.0602885685248464,0.005372516488583174
psrf01,0.0,0.0
pwym01,0.40530676743679217,0.036118245038296165
paenalcaligenes,0.185446096904682,0.016525723495212735
paenibacillus,0.23693205858707841,0.02111381017295893
paenibacillus_a,0.036919057552173,0.0032899810079294947
paenibacillus_ae,0.0213152278159743,0.0018994714205568444
paenibacillus_ak,0.0213152278159743,0.0018994714205568444
paenibacillus_b,0.0,0.0
paenibacillus_d,0.0,0.0
paenibacillus_e,0.0213152278159743,0.0018994714205568444
paenibacillus_g,0.324989456695283,0.02896090017449197
paenibacillus_v,0.0,0.0
paeniglutamicibacter,0.1946164802803901,0.01734292710608162
paenirhodobacter,0.0,0.0
paenisporosarcina,0.047662298352413,0.0042473472176832025
palauibacter,0.0426304556319486,0.0037989428411136887
palsa-465,0.1881557370241922,0.016767188611674994
paludibacter,0.0,0.0
pan216,0.1475477598252255,0.01314847560508659
parabacteroides,0.0,0.0
paracholeplasma,0.0,0.0
parachristensenella,0.0,0.0
paraclostridium,0.0823557161627391,0.007338994005655384
paracoccus,0.0213152278159743,0.0018994714205568444
parafannyhessea,0.0,0.0
parageobacillus,0.0213152278159743,0.0018994714205568444
paralactobacillus,0.0,0.0
parapusillimonas,0.0,0.0
pararcticibacter,0.0,0.0
paratissierella,0.12423425197276941,0.011070930750253716
parvibacillus,0.0,0.0
parvimonas,1.2353583913627397,0.11008692840618103
patulibacter,0.0301442842624232,0.002686258244291587
paucisalibacillus,0.0,0.0
pauljensenia,0.0,0.0
peh17,0.0,0.0
pedobacter,0.0,0.0
pedococcus,0.0,0.0
pedosphaera,0.0,0.0
pelagibacterium,0.0797542796084099,0.007107171271692532
pelethomonas,0.0,0.0
pelobium,0.0,0.0
pelolinea,0.047662298352413,0.0042473472176832025
pelosinus,0.0,0.0
pelotomaculum,0.0972076260770194,0.00866249749651267
pelotomaculum_c,0.9565454756301022,0.08524097462663137
peptostreptococcus,0.0,0.0
perlabentimonas,0.2233601929942865,0.01990437572357307
petralouisia,0.0,0.0
petrimonas,0.523704771282061,0.04666908814899119
petroclostridium,0.2989371080772112,0.02663928803571272
phaeovulum,0.0213152278159743,0.0018994714205568444
phascolarctobacterium,0.0768531468386919,0.006848641603096149
phascolarctobacterium_a,0.0,0.0
phenylobacterium,0.5628357271083825,0.05015617882861631
phil1,0.0213152278159743,0.0018994714205568444
phocaeicola,0.0,0.0
phosphoribacter,0.0602885685248464,0.005372516488583174
pirellula,0.0213152278159743,0.0018994714205568444
piscicoccus,0.0213152278159743,0.0018994714205568444
planifilum,5.911835064687112,0.5268234449740835
plantactinospora,0.0727747398943718,0.006485201085405276
pluralibacter,0.12150041345675901,0.010827309233542195
polynucleobacter,0.0,0.0
pontibacillus,0.2102470830585853,0.018735822528996488
porcipelethomonas,0.0,0.0
porphyromonas,0.0,0.0
prevotella,1.062376527034187,0.09467193446835018
pristimantibacillus,0.3463603155041757,0.030865329059358272
prolixibacter,0.0,0.0
promineifilum,0.23088275551524828,0.02057473649293864
propioniciclava,0.1910350883742113,0.017023777264928996
propionicimonas,0.5903966126960787,0.052612221754877335
propionivibrio,0.0,0.0
prosthecobacter,0.047662298352413,0.0042473472176832025
proteiniborus,0.0940899677103463,0.008384672505962138
proteiniclasticum,0.0,0.0
proteiniphilum,8.678521305212605,0.7733721325554375
pseudidiomarina,0.0,0.0
pseudobutyricicoccus,2.0405672327463327,0.18184178812396412
pseudochelatococcus,0.036919057552173,0.0032899810079294947
pseudoclostridium,1.1186266134831377,0.09968456827813571
pseudomonas_e,0.1863304186882817,0.01660452837447678
pseudomonas_m,0.0301442842624232,0.002686258244291587
pseudonocardia,0.0735266597162903,0.00655220718192065
pseudorhodoplanes,0.506179755729393,0.045107375251784446
psychrobacter,1.836703168897972,0.16367477783902917
pullulanibacillus,0.12043703824678481,0.01073254830308848
pygmaiobacter,0.0,0.0
pyramidobacter,3.7541408633552957,0.3345440799532001
qakw01,0.16813284923898042,0.01498288194447046
qalr01,0.0,0.0
qana01,0.0,0.0
qeuy01,0.0,0.0
qkmz01,0.0,0.0
qvmg01,0.0,0.0
qyoj01,0.0,0.0
quisquiliibacterium,0.0,0.0
r2a130,0.0,0.0
rbg-16-49-21,0.0,0.0
rciz01,0.0,0.0
rf16,0.8292802515120203,0.07389994378567113
rfsx01,0.0,0.0
rgig10190,0.0,0.0
rgig1681,0.0,0.0
rgig3456,0.0,0.0
rgig4266,0.0,0.0
rgig446,0.0,0.0
rgig4465,0.0,0.0
rgig529,0.0,0.0
rgig6353,0.0301442842624232,0.002686258244291587
rgig8124,0.0,0.0
rhkx01,0.1838113699005775,0.016380047490643743
rprb01,0.0,0.0
rsa17,2.07309236934101,0.18474021210257144
rug11247,0.0426304556319487,0.0037989428411136974
rug11257,0.0,0.0
rug13615,0.0,0.0
rug14515,0.0,0.0
rug563,0.0522114319003159,0.004652735761363797
rug666,0.1551304560571109,0.01382419509106066
rug695,0.0,0.0
rug721,0.0,0.0
rug754,0.0,0.0
rug806,0.0,0.0
rzyc01,0.2900580094831231,0.025848041788410728
rzyy01,0.16016229877757532,0.014272599467630176
raineyella,0.0670633418145962,0.005976239252221081
rathayibacter,0.0,0.0
rectinema,0.0,0.0
reyranella,0.0,0.0
rhabdaerophilum,0.37773872922947915,0.033661564718118375
rhizomicrobium,0.0,0.0
rhodococcus,0.5203413715106077,0.046369364317890724
rhodoferax,0.0213152278159743,0.0018994714205568444
rhodoglobus,0.0301442842624232,0.002686258244291587
rhodosalinus,0.0301442842624232,0.002686258244291587
rhodovarius,0.0213152278159743,0.0018994714205568444
robinsoniella,0.0,0.0
romboutsia_a,0.6281688062749139,0.05597822857470445
roseicyclus,0.2776218802612372,0.024739816615155907
roseinatronobacter,0.3851889272878341,0.03432547684758329
rossellomorea,0.0,0.0
rothia,0.0,0.0
rubrivivax,0.0,0.0
rumen-m2,0.0,0.0
ruminiclostridium,2.5901805704908947,0.23081967550175067
ruminiclostridium_d,1.3955521968304228,0.1243623355406085
ruminococcus,0.367815642123058,0.03277728515399299
ruminococcus_e,0.0,0.0
ruminococcus_g,0.0,0.0
rummeliibacillus,0.0,0.0
ruoffia,0.0,0.0
s145-28,0.0301442842624232,0.002686258244291587
sb21,0.0,0.0
scmt01,0.0213152278159743,0.0018994714205568444
sfeb01,0.0,0.0
sffi01,0.0,0.0
sfla01,0.0,0.0
sfmi01,0.2588585371873897,0.023067752200429528
shnd01,0.047662298352413,0.0042473472176832025
shva01,0.0522114319003159,0.004652735761363797
shvz01,0.0582342853681473,0.00518945242848634
sibe01,0.0,0.0
sig204,0.0,0.0
sig37,0.0,0.0
sig424,2.714880429233709,0.24193209803246074
sig435,5.336768712399838,0.47557735412653795
sig459,0.0,0.0
sig502,0.0,0.0
sig636,0.0,0.0
sklg01,0.0823557161627391,0.007338994005655384
skmy01,0.3503966201556089,0.031225017700561176
skvr01,0.0,0.0
skw16,5.225063669845879,0.4656229432379845
sm1-50,0.0,0.0
sm23-62,0.0,0.0
sr-fbr-e99,0.047662298352413,0.0042473472176832025
stc-113,0.0,0.0
sxxk01,0.0,0.0
syfn01,0.0852609112638975,0.0075978856822274034
syhx01,0.0,0.0
szua-378,0.0,0.0
szua-444,0.0,0.0
saccharofermentans,0.0,0.0
saccharomonospora,2.948242493429995,0.26272777403507896
saccharopolyspora,0.3425584716558847,0.030526534006469534
salinicoccus,0.0,0.0
salinigranum,0.0,0.0
sanguibacter,0.0,0.0
sarcina,0.1417522660627593,0.012632019723645343
savagea,0.0,0.0
sbd1,0.0,0.0
scatomorpha,0.304648506156987,0.027148249868896936
scrofimicrobium,0.0998737302527289,0.008900082979047
scybalousia,0.0,0.0
secundilactobacillus,0.1229060448868495,0.010952569763354236
sedimentibacter,0.544225482721636,0.048497757551236795
serinicoccus,0.496321411092411,0.04422886510619203
serratia,0.0,0.0
shouchella,0.10795086687725941,0.009619863706266378
siccibacter,0.1076136705387066,0.009589815009919934
siculibacillus,0.0602885685248464,0.005372516488583174
sideroxyarcus,0.0,0.0
siminovitchia,0.0514595120783975,0.004585729664848431
sinanaerobacter,0.0,0.0
skermania,0.0582342853681473,0.00518945242848634
soehngenia,0.0902927539843617,0.008046290058796902
solibacillus,0.150721421312116,0.013431291221457933
solidesulfovibrio,0.0,0.0
sphaerobacter,7.174181745937054,0.6393153903837435
sphaerochaeta,2.227941520445513,0.19853933916609076
sphingobacterium,0.0,0.0
sphingomonas,0.0,0.0
spirillospora,0.6476631621261418,0.05771543598910619
spirosoma,0.0213152278159743,0.0018994714205568444
sporanaerobacter,0.0,0.0
sporobacter,0.0,0.0
sporomusa,0.1203404753876776,0.010723943262938547
sporosarcina,1.023422107197133,0.09120057550265316
sporotomaculum,0.0,0.0
staphylococcus,0.0,0.0
stenotrophomonas,0.0213152278159743,0.0018994714205568444
streptacidiphilus,0.0,0.0
streptococcus,0.2401932376938641,0.021404424777885372
streptomyces,0.551616517140601,0.04915639741042022
stutzerimonas,0.0,0.0
succinivibrio,0.0,0.0
suicoccus,0.0,0.0
sulfurimonas,0.0,0.0
sulfurospirillum,0.0,0.0
sulfurospirillum_b,0.0,0.0
sulfurovum,0.047662298352413,0.0042473472176832025
sunxiuqinia,0.0,0.0
sutterella,0.0,0.0
symbiobacterium,7.036591832063826,0.6270542918200579
syner-03,1.1402616108070927,0.10161253543173462
synergistes,0.6529048985646758,0.0581825446986657
syntrophaceticus,35.10344744291038,3.1281859033595185
syntrophobacter,0.686995428679007,0.06122046614256768
syntrophomonas,2.63148672261923,0.2345006052172729
syntrophomonas_b,0.0,0.0
syntrophorhabdus,0.0,0.0
syntrophosphaera,2.908322171441727,0.2591703402900211
syntrophotalea,0.0,0.0
syntrophothermus,0.6727599849482986,0.05995189802033719
syntrophus,0.0,0.0
t3sed10-213,0.0,0.0
t78,1.5508327305345455,0.13819990455400416
ta-13,0.0,0.0
ta-20,0.0,0.0
ta-21,0.0,0.0
tta-h9,1.5839831338468235,0.1411540481463337
tabrizicola,0.1234581337543508,0.011001768253489088
tatlockia,0.0639456834479231,0.005698414261670551
tener-01,0.036919057552173,0.0032899810079294947
tepidanaerobacter,5.328054720789437,0.47480082111615535
tepidibacter,0.0,0.0
teretinema,0.2183242196831156,0.019455603256215846
termiticorpusculum,0.0,0.0
terribacillus,6.71013765770884,0.5979628657437172
terrisporobacter,0.1972901850854769,0.017581189906184645
thalassospira,0.2233244500115792,0.01990119054653794
thauera,0.0,0.0
thermacetogenium,3.282606562338205,0.29252407733690283
thermaerobacter,3.2264818141082943,0.28752261283607455
thermanaerosceptrum,0.0,0.0
thermoactinomyces,7.309253740364251,0.6513521087030192
thermoanaerobacter,0.047662298352413,0.0042473472176832025
thermoanaerobacterium,0.4709083493277924,0.04196422196245031
thermobacillus,0.7782160030753911,0.06934943738925811
thermobifida,0.0,0.0
thermobispora,0.0,0.0
thermoclostridium,1.6369423510959793,0.14587342156745398
thermoclostridium_a,2.4273620979242225,0.21631037548163373
thermodesulfitimonas,10.33513324810756,0.9209983774001624
thermodesulfovibrio,0.1223847352403586,0.01090611411280623
thermoflavimicrobium,3.284273484307841,0.2926726223428
thermogutta,0.517261327760327,0.046094891291928584
thermomonospora,0.2058380483135901,0.018342918659393734
thermopolyspora,0.0940899677103462,0.008384672505962127
thermosinus,0.0689775261683873,0.006146818638240047
thermostaphylospora,0.0727747398943718,0.006485201085405276
thermosynergistes,0.5011177536398506,0.04465628327271214
thermovirga,33.866086560858236,3.0179205262936613
thiobacillus,0.0213152278159743,0.0018994714205568444
thioglobus_c,0.0,0.0
thiomicrorhabdus,0.0,0.0
thiomicrospira,0.0,0.0
thiopseudomonas,0.4636330081143863,0.0413158919127331
tidjanibacter,0.0,0.0
tissierella,1.667009343705061,0.1485527920933577
tissierella_a,0.0,0.0
traorella,0.0,0.0
treponema_d,0.0,0.0
treponema_f,0.0,0.0
trichococcus,0.1532481353384194,0.013656455180404065
trueperella,0.0,0.0
tumebacillus,2.215268733291399,0.197410024610982
turicibacter,0.0213152278159743,0.0018994714205568444
uba10281,0.036919057552173,0.0032899810079294947
uba10511,0.0,0.0
uba10518,0.0,0.0
uba10566,0.0,0.0
uba1062,0.4890181163512663,0.04357804402388996
uba10649,0.1008388972489568,0.008986092246282027
uba1067,0.0,0.0
uba10799,0.036919057552173,0.0032899810079294947
uba11358,0.108686762570329,0.009685441838931184
uba11452,0.0,0.0
uba1179,0.0,0.0
uba11865,1.4233811582271512,0.12684226760106954
uba1217,0.0,0.0
uba12396,0.0,0.0
uba12465,0.0,0.0
uba12481,0.0,0.0
uba12545,2.220735275003167,0.1978971664722106
uba1258,3.8261214672657595,0.3409585129183445
uba1361,0.0,0.0
uba1362,0.0,0.0
uba1367,0.0,0.0
uba1384,0.0,0.0
uba1412,0.4073054092712951,0.03629635071360696
uba1413,0.0,0.0
uba1425,0.0,0.0
uba1429,0.0213152278159743,0.0018994714205568444
uba1444,0.24114328714292682,0.02148908686980343
uba1535,0.0,0.0
uba1547,0.0,0.0
uba1685,0.036919057552173,0.0032899810079294947
uba1711,0.0,0.0
uba1712,0.0,0.0
uba1752,0.0,0.0
uba1829,0.0,0.0
uba183,0.0,0.0
uba1876,0.9390478302582164,0.08368170077800623
uba2192,0.0891304894524889,0.007942716769293293
uba2199,0.0301442842624232,0.002686258244291587
uba2212,0.0,0.0
uba2214,0.0,0.0
uba2224,0.0213152278159743,0.0018994714205568444
uba2227,0.0,0.0
uba2253,1.1226842075259238,0.10004615408838531
uba2256,21.76478662174406,1.9395331131079026
uba2259,0.0301442842624232,0.002686258244291587
uba2284,0.0,0.0
uba2632,1.6826340232984112,0.1499451596814106
uba2658,0.0,0.0
uba288,0.0,0.0
uba3006,0.2364119750718752,0.02106746378708118
uba3103,0.0,0.0
uba3207,0.0,0.0
uba3254,0.0,0.0
uba3263,0.0,0.0
uba3291,0.0,0.0
uba3534,0.0891304894524889,0.007942716769293293
uba3583,0.2336501955128925,0.02082135235034419
uba3700,1.353256110817473,0.12059318949738382
uba3775,0.0,0.0
uba3792,0.0602885685248464,0.005372516488583174
uba3946,4.0785759131363,0.36345557506863646
uba4053,8.854319640036877,0.7890381116227564
uba4179,5.037765768116845,0.4489321992057794
uba4334,0.0,0.0
uba4372,0.0,0.0
uba4417,0.0,0.0
uba4644,0.0,0.0
uba472,0.0,0.0
uba4782,0.0,0.0
uba4810,0.0,0.0
uba4923,0.0426304556319486,0.0037989428411136887
uba4971,83.27786001672243,7.421169336428569
uba5026,0.0,0.0
uba5066,0.0301442842624232,0.002686258244291587
uba5072,0.0,0.0
uba5124,0.0,0.0
uba5150,0.08160379634082071,0.007271987909140018
uba5189,0.0213152278159743,0.0018994714205568444
uba5232,0.0,0.0
uba5272,0.0,0.0
uba5348,0.0,0.0
uba5352,0.0,0.0
uba5429,0.0,0.0
uba5435,0.0,0.0
uba5453,0.0,0.0
uba5456,0.0,0.0
uba5734,0.0,0.0
uba5738,0.0,0.0
uba5767,0.0,0.0
uba5851,0.0,0.0
uba5905,0.0,0.0
uba6,0.0426304556319487,0.0037989428411136974
uba6016,0.0,0.0
uba6024,0.0,0.0
uba6082,0.0,0.0
uba6107,0.0,0.0
uba6115,0.1470533194325805,0.01310441436384129
uba6163,0.0213152278159743,0.0018994714205568444
uba6170,0.0,0.0
uba6182,0.0,0.0
uba6256,2.419301354505023,0.21559205560790778
uba6345,0.0,0.0
uba644,0.0,0.0
uba6503,0.0,0.0
uba6544,0.0213152278159743,0.0018994714205568444
uba6659,0.0706946129865336,0.006299834001990439
uba6857,0.0,0.0
uba7050,0.0,0.0
uba7067,0.0,0.0
uba7173,0.0,0.0
uba721,0.0,0.0
uba7332,0.0,0.0
uba737,0.0,0.0
uba738,0.0,0.0
uba7396,0.0,0.0
uba7640,0.036919057552173,0.0032899810079294947
uba7703,0.0,0.0
uba7706,0.0,0.0
uba7867,0.0,0.0
uba8199,0.0,0.0
uba8346,27.789477233595722,2.4764134942940266
uba8389,0.0,0.0
uba8515,0.0,0.0
uba852,0.0,0.0
uba8525,0.0,0.0
uba866,0.0,0.0
uba8904,0.0,0.0
uba8950,0.0,0.0
uba9076,0.0,0.0
uba9339,0.0,0.0
uba946,0.0,0.0
uba9627,0.0,0.0
uba9628,0.0,0.0
uba9631,0.0,0.0
uba9647,0.0,0.0
uba9715,0.0,0.0
uba9862,0.2194974315262774,0.019560152097334707
uba9949,0.0,0.0
umgs1071,0.0,0.0
umgs1338,0.0522114319003159,0.004652735761363797
umgs1491,0.2020092221956049,0.018001719125981096
umgs1518,0.0,0.0
umgs1613,0.0,0.0
umgs1663,0.0,0.0
umgs1865,0.0,0.0
umgs2070,0.09720762607701941,0.00866249749651267
umgs263,0.036919057552173,0.0032899810079294947
umgs363,0.036919057552173,0.0032899810079294947
umgs687,0.0,0.0
umgs755,1.2846495317706537,0.11447942720093096
umgs882,0.0213152278159743,0.0018994714205568444
upxz01,2.8862018334546264,0.25719912280258395
udaeobacter,0.0,0.0
ulvibacter,0.0,0.0
undibacterium,0.0,0.0
unknown,59.113211768062335,5.267776507019544
ureibacillus,2.0168807109540974,0.17973100274624323
vatk01,0.0,0.0
vayn01,0.0213152278159743,0.0018994714205568444
vemy01,0.0563947919397546,0.005025529001268006
veov01,0.0,0.0
vfjn01,0.08160379634082071,0.007271987909140018
vfzk01,0.7137464009738972,0.06360433497967066
vgbv01,0.0514595120783975,0.004585729664848431
vgsz01,0.8843436473526378,0.07880682761637912
vhbl01,0.0,0.0
vadinca11,0.0,0.0
vagococcus_d,0.0,0.0
vallitalea_a,0.0213152278159743,0.0018994714205568444
ventricola,0.0,0.0
vermiculatibacterium,0.0,0.0
vescimonas,0.1133250686184823,0.010098776843104135
vicinibacter,0.047662298352413,0.0042473472176832025
victivallis,0.0,0.0
villigracilis,0.0,0.0
viridilinea,0.0,0.0
vreelandella,0.0,0.0
vulgatibacter,0.6749069042129898,0.06014321719462571
wfva01,0.0213152278159743,0.0018994714205568444
wgai01,0.0426304556319487,0.0037989428411136974
wlnj01,0.0301442842624232,0.002686258244291587
wo2-35-19,0.0,0.0
wquu01,0.10657613907987151,0.009497357102784222
wqze01,0.0,0.0
wrav01,0.0,0.0
wrcc01,0.0,0.0
wrgt01,0.0,0.0
wrhl01,0.0,0.0
wrio01,0.0,0.0
wrjc01,0.0,0.0
wrji01,0.0213152278159743,0.0018994714205568444
wrmh01,0.0,0.0
wrms01,0.0301442842624232,0.002686258244291587
wrnp01,0.0,0.0
wrnx01,0.0,0.0
wtbx01,0.26194496304290493,0.02334279395718829
wyz-lmo8,0.0,0.0
williamwhitmania,0.0,0.0
wolinella,2.7806882980692746,0.24779645787792443
woodwardibium,0.0,0.0
xyc2-full-35-21,0.0,0.0
xanthobacter,0.0563947919397546,0.005025529001268006
xanthomarina,0.0,0.0
xanthomonas_b,0.0,0.0
xenobium,0.2115960699054758,0.01885603527007051
xylanivirga,0.0,0.0
yb12-full-65-16,0.0,0.0
yim-78166,2.0341751135800483,0.181272164952306
yersinia,0.0522114319003159,0.004652735761363797
z2-yc6860,0.0,0.0
zc3rg10,30.850692407128783,2.7492086426500433
zc4rg17,0.0602885685248464,0.005372516488583174
zcth02-b6,0.8773112886469102,0.07818015055264053
zag111,0.0,0.0
zeimonas,0.1881799354206926,0.016769345011924276
zhaonella,2.279952379543974,0.20317420121256144
zoogloea,0.0,0.0
