,abundance,relative abundance (%)
methanolinea_a,0.0,0.0
methanomethylophilus,0.0213152278159743,0.005709977410302881
methanomethylovorans,0.0,0.0
methanomicrobium,0.0,0.0
methanoregula,0.0,0.0
methanosarcina,3.2556336817172857,0.8721274264258755
methanosphaera,0.0213152278159743,0.005709977410302881
methanosphaerula,0.0,0.0
methanospirillum,0.7270684524895775,0.19476894524899532
methanothermobacter,0.0,0.0
methanothermobacter_a,0.0,0.0
methanothrix,2.182463781255611,0.5846439455099076
methanothrix_b,0.0,0.0
methylobacterium,0.0,0.0
methyloceanibacter,0.0,0.0
methylocystis,0.0,0.0
methyloversatilis,0.0,0.0
microbacterium,0.0,0.0
micropruina,0.0,0.0
microthrix,0.0,0.0
microvirga,0.0,0.0
miltoncostaea,0.0213152278159743,0.005709977410302881
miniphocaeibacter,0.0426304556319486,0.011419954820605762
mnb-11,0.102919024156795,0.02757020980959449
mobilitalea,0.4588901940593343,0.12292867167596512
mogibacterium,0.0,0.0
monoglobus,0.5185394926986076,0.13890767742299295
moorella,1.2756527483948612,0.3417251009283899
mt11,0.0,0.0
muribaculum,0.0563947919397546,0.015107180219458085
mycobacterium,0.0,0.0
nk4a136,0.1221799688160704,0.03272988062592676
norp181,0.0,0.0
naasia,0.0,0.0
nakamurella,0.0,0.0
nanosyncoccus,0.0,0.0
natranaerobius,0.0,0.0
natronomonas,0.0,0.0
neofamilia,0.0,0.0
neorhizobium,0.0,0.0
neoroseomonas,0.0,0.0
nitrosocosmicus,0.0,0.0
nitrosomonas,0.0,0.0
nitrosopolaris,0.0,0.0
nitrososphaera,0.0,0.0
nitrosotalea,0.0,0.0
nitrosotenuis,0.0,0.0
niveibacterium,0.0,0.0
nocardia,0.0,0.0
nocardioides,0.0,0.0
nocardiopsis,0.0,0.0
nocardiopsis_a,0.0,0.0
nodosilinea,0.0,0.0
novosphingobium,0.0,0.0
nucleicultrix,0.0,0.0
numidum,0.0,0.0
olb9,0.0,0.0
oceanipulchritudo,0.0,0.0
oceanobacillus,0.0,0.0
ochrobactrum,0.0,0.0
ochrobactrum_a,0.0,0.0
odoribacter,0.4467543443349689,0.11967768940267108
olegusella,0.0,0.0
oleiliquidispirillum,0.0,0.0
oligella,0.0,0.0
oligosphaera,0.5204023690120785,0.13940670946524658
olsenella,0.0,0.0
onthenecus,0.0,0.0
onthovivens,0.0213152278159743,0.005709977410302881
ornithinicoccus,0.0,0.0
oscillibacter,0.2432965624221668,0.06517490159752333
otoolea,0.0,0.0
ottowia,0.0,0.0
oxobacter,0.0,0.0
palsa-555,0.0,0.0
palsa-968,0.0,0.0
ph28-bin88,0.0213152278159743,0.005709977410302881
phaa01,0.1473647748206362,0.03947645047779385
phbp01,0.4043967812762588,0.10833083773827289
phos-he28,0.0,0.0
planc-01,0.0514595120783975,0.013785104904797245
pnke01,0.0,0.0
pnof01,0.0,0.0
prdv01,0.0,0.0
psrf01,0.0,0.0
pwym01,0.0,0.0
paenalcaligenes,0.0,0.0
paenibacillus,0.0213152278159743,0.005709977410302881
paenibacillus_a,0.0,0.0
paenibacillus_ae,0.0,0.0
paenibacillus_ak,0.0,0.0
paenibacillus_b,0.0,0.0
paenibacillus_d,0.1292660946932337,0.03462813003871707
paenibacillus_e,0.0,0.0
paenibacillus_g,0.0,0.0
paenibacillus_v,0.0213152278159743,0.005709977410302881
paeniglutamicibacter,0.0,0.0
paenirhodobacter,0.0522114319003159,0.013986531098060605
paenisporosarcina,0.0,0.0
palauibacter,0.0,0.0
palsa-465,0.0,0.0
paludibacter,0.8973116227962152,0.24037411846608556
pan216,0.0,0.0
parabacteroides,0.0,0.0
paracholeplasma,0.0,0.0
parachristensenella,0.13604086798298348,0.03644297352893789
paraclostridium,0.0,0.0
paracoccus,0.3593991815940622,0.09627676635224533
parafannyhessea,0.0,0.0
parageobacillus,0.0,0.0
paralactobacillus,0.0,0.0
parapusillimonas,0.0,0.0
pararcticibacter,0.0,0.0
paratissierella,1.3762636248001772,0.36867699825104444
parvibacillus,0.0,0.0
parvimonas,0.0213152278159743,0.005709977410302881
patulibacter,0.0,0.0
paucisalibacillus,0.0,0.0
pauljensenia,0.0,0.0
peh17,0.0426304556319486,0.011419954820605762
pedobacter,0.0,0.0
pedococcus,0.0,0.0
pedosphaera,0.0,0.0
pelagibacterium,0.0,0.0
pelethomonas,0.0301442842624232,0.008075127494494364
pelobium,0.0,0.0
pelolinea,0.0301442842624232,0.008075127494494364
pelosinus,0.0,0.0
pelotomaculum,0.0,0.0
pelotomaculum_c,0.32854397441814803,0.0880111950205306
peptostreptococcus,0.0,0.0
perlabentimonas,0.0,0.0
petralouisia,0.6698509658966675,0.17944137949457364
petrimonas,1.3923799655092126,0.37299428456765477
petroclostridium,0.1523242530784934,0.040805008120421066
phaeovulum,0.0,0.0
phascolarctobacterium,0.0,0.0
phascolarctobacterium_a,0.0,0.0
phenylobacterium,0.0,0.0
phil1,0.0,0.0
phocaeicola,0.7973552103601942,0.2135975406151624
phosphoribacter,0.0,0.0
pirellula,0.0,0.0
piscicoccus,0.0,0.0
planifilum,0.0,0.0
plantactinospora,0.0,0.0
pluralibacter,0.0,0.0
polynucleobacter,0.0902927539843618,0.024187852460031287
pontibacillus,0.0,0.0
porcipelethomonas,0.0213152278159743,0.005709977410302881
porphyromonas,0.0,0.0
prevotella,4.84646174520694,1.2982824919323428
pristimantibacillus,0.0,0.0
prolixibacter,0.0,0.0
promineifilum,0.0,0.0
propioniciclava,0.0,0.0
propionicimonas,0.0,0.0
propionivibrio,0.0,0.0
prosthecobacter,0.0,0.0
proteiniborus,0.0639456834479229,0.01712993223090864
proteiniclasticum,0.0,0.0
proteiniphilum,3.5237590946788315,0.9439535436204186
pseudidiomarina,0.0,0.0
pseudobutyricicoccus,0.19700899186714121,0.052775269534997525
pseudochelatococcus,0.0,0.0
pseudoclostridium,0.0,0.0
pseudomonas_e,0.1760108925839259,0.047150245322185654
pseudomonas_m,0.0,0.0
pseudonocardia,0.0,0.0
pseudorhodoplanes,0.0,0.0
psychrobacter,0.0,0.0
pullulanibacillus,0.0,0.0
pygmaiobacter,0.1398380817089681,0.0374601807943097
pyramidobacter,0.0,0.0
qakw01,0.0,0.0
qalr01,0.0213152278159743,0.005709977410302881
qana01,0.0,0.0
qeuy01,0.0213152278159743,0.005709977410302881
qkmz01,0.0,0.0
qvmg01,0.0522114319003159,0.013986531098060605
qyoj01,0.0,0.0
quisquiliibacterium,0.0,0.0
r2a130,0.0,0.0
rbg-16-49-21,0.0,0.0
rciz01,0.0,0.0
rf16,5.069762756952462,1.3581009345862447
rfsx01,0.0,0.0
rgig10190,0.036919057552173,0.009889970984715182
rgig1681,0.0,0.0
rgig3456,0.49044829773418164,0.13138253670856545
rgig4266,0.073838115104346,0.019779941969430365
rgig446,0.0,0.0
rgig4465,0.0213152278159743,0.005709977410302881
rgig529,0.0514595120783975,0.013785104904797245
rgig6353,0.0,0.0
rgig8124,0.0,0.0
rhkx01,0.0,0.0
rprb01,0.0213152278159743,0.005709977410302881
rsa17,0.0,0.0
rug11247,0.2056979495106824,0.055102889595737226
rug11257,0.0522114319003159,0.013986531098060605
rug13615,0.0,0.0
rug14515,0.0514595120783975,0.013785104904797245
rug563,0.1490084650846761,0.03991676640395857
rug666,0.0,0.0
rug695,0.0426304556319487,0.011419954820605788
rug721,0.0,0.0
rug754,0.0,0.0
rug806,0.0795495131841216,0.021309925805320942
rzyc01,0.6870203284164296,0.18404075197060557
rzyy01,0.3915531302575702,0.10489024785503626
raineyella,0.0,0.0
rathayibacter,0.0,0.0
rectinema,0.0,0.0
reyranella,0.0,0.0
rhabdaerophilum,0.0,0.0
rhizomicrobium,0.0,0.0
rhodococcus,0.0,0.0
rhodoferax,0.0,0.0
rhodoglobus,0.0,0.0
rhodosalinus,0.0,0.0
rhodovarius,0.0,0.0
robinsoniella,0.0213152278159743,0.005709977410302881
romboutsia_a,1.2285524351388095,0.3291077492851346
roseicyclus,0.0,0.0
roseinatronobacter,0.0,0.0
rossellomorea,0.0,0.0
rothia,0.0,0.0
rubrivivax,0.0,0.0
rumen-m2,1.6630818542021468,0.4455105946304814
ruminiclostridium,0.0670633418145962,0.017965098479209546
ruminiclostridium_d,0.0,0.0
ruminococcus,0.5340572935696022,0.14306462536631043
ruminococcus_e,0.2320169635647302,0.06215329398303783
ruminococcus_g,0.0,0.0
rummeliibacillus,0.0426304556319487,0.011419954820605788
ruoffia,0.0,0.0
s145-28,0.0,0.0
sb21,0.0,0.0
scmt01,0.0,0.0
sfeb01,0.0,0.0
sffi01,0.0,0.0
sfla01,0.4146536561909455,0.11107847546322706
sfmi01,0.0,0.0
shnd01,0.0,0.0
shva01,0.0,0.0
shvz01,0.0,0.0
sibe01,0.0,0.0
sig204,0.0,0.0
sig37,0.0,0.0
sig424,2.4541769203885697,0.6574311519111901
sig435,1.3554884253551536,0.3631116850134951
sig459,0.1096937974465449,0.029385053299815334
sig502,0.427139827560471,0.11442330278933846
sig636,0.0514595120783975,0.013785104904797245
sklg01,0.0301442842624232,0.008075127494494364
skmy01,0.3721523124054459,0.09969310745224823
skvr01,0.0582342853681473,0.015599948395018064
skw16,1.3624550542158793,0.36497792326176265
sm1-50,0.0,0.0
sm23-62,0.0213152278159743,0.005709977410302881
sr-fbr-e99,0.1725519072879935,0.046223643548427354
stc-113,0.0,0.0
sxxk01,0.0,0.0
syfn01,0.0,0.0
syhx01,0.0,0.0
szua-378,0.0514595120783975,0.013785104904797245
szua-444,0.1611533095249423,0.043170158204612556
saccharofermentans,0.0,0.0
saccharomonospora,0.0,0.0
saccharopolyspora,0.0,0.0
salinicoccus,0.036919057552173,0.009889970984715182
salinigranum,0.0,0.0
sanguibacter,0.0,0.0
sarcina,0.0,0.0
savagea,0.0,0.0
sbd1,0.0,0.0
scatomorpha,0.7735679802055899,0.20722535693459793
scrofimicrobium,0.0,0.0
scybalousia,0.0,0.0
secundilactobacillus,0.0,0.0
sedimentibacter,3.723155523902081,0.9973683659431971
serinicoccus,0.0,0.0
serratia,0.0,0.0
shouchella,0.0,0.0
siccibacter,0.0,0.0
siculibacillus,0.0,0.0
sideroxyarcus,0.1044228638006318,0.02797306219612121
siminovitchia,0.0,0.0
sinanaerobacter,0.0514595120783975,0.013785104904797245
skermania,0.0,0.0
soehngenia,0.0,0.0
solibacillus,0.0,0.0
solidesulfovibrio,0.0301442842624232,0.008075127494494364
sphaerobacter,0.0,0.0
sphaerochaeta,0.0639456834479229,0.01712993223090864
sphingobacterium,0.0,0.0
sphingomonas,0.0,0.0
spirillospora,0.0,0.0
spirosoma,0.0,0.0
sporanaerobacter,0.7381835938408542,0.19774649756868243
sporobacter,0.4408294729428785,0.11809051979323196
sporomusa,1.0529609293461966,0.28206985036268023
sporosarcina,0.0,0.0
sporotomaculum,0.0,0.0
staphylococcus,0.0,0.0
stenotrophomonas,0.0670633418145962,0.017965098479209546
streptacidiphilus,0.24641422078883982,0.06601006784582415
streptococcus,0.5976415822824721,0.1600977462569336
streptomyces,0.0,0.0
stutzerimonas,0.0,0.0
succinivibrio,0.0213152278159743,0.005709977410302881
suicoccus,0.0,0.0
sulfurimonas,0.0,0.0
sulfurospirillum,0.0639456834479231,0.0171299322309087
sulfurospirillum_b,0.0,0.0
sulfurovum,0.0,0.0
sunxiuqinia,0.0213152278159743,0.005709977410302881
sutterella,0.0,0.0
symbiobacterium,0.0,0.0
syner-03,1.4725737257561884,0.3944767929138385
synergistes,0.0,0.0
syntrophaceticus,0.2763925624972156,0.07404074222711705
syntrophobacter,0.0,0.0
syntrophomonas,0.7091863596454683,0.1899786447619285
syntrophomonas_b,0.3490625416281854,0.0935077609626169
syntrophorhabdus,0.0,0.0
syntrophosphaera,7.458668378732025,1.9980470451074828
syntrophotalea,0.0213152278159743,0.005709977410302881
syntrophothermus,0.0,0.0
syntrophus,0.0563947919397546,0.015107180219458085
t3sed10-213,0.11332506861848221,0.03035780745198569
t78,45.77031682658862,12.261068818901615
ta-13,0.0,0.0
ta-20,0.0,0.0
ta-21,0.0,0.0
tta-h9,0.0727747398943718,0.019495082315100123
tabrizicola,0.0,0.0
tatlockia,0.0,0.0
tener-01,0.3912841452182721,0.1048181914589535
tepidanaerobacter,0.0,0.0
tepidibacter,0.0,0.0
teretinema,0.5581186934539124,0.1495102543310035
termiticorpusculum,1.5493059815885002,0.41503202465833466
terribacillus,0.0,0.0
terrisporobacter,0.0,0.0
thalassospira,0.0,0.0
thauera,0.0,0.0
thermacetogenium,0.0,0.0
thermaerobacter,0.0,0.0
thermanaerosceptrum,0.7139622035513266,0.19125800996754672
thermoactinomyces,0.0,0.0
thermoanaerobacter,0.0,0.0
thermoanaerobacterium,0.0,0.0
thermobacillus,0.0,0.0
thermobifida,0.0,0.0
thermobispora,0.0,0.0
thermoclostridium,0.0,0.0
thermoclostridium_a,3.352918462692645,0.898188320849873
thermodesulfitimonas,0.0,0.0
thermodesulfovibrio,0.0,0.0
thermoflavimicrobium,0.0,0.0
thermogutta,0.0,0.0
thermomonospora,0.0,0.0
thermopolyspora,0.0,0.0
thermosinus,0.0,0.0
thermostaphylospora,0.0,0.0
thermosynergistes,0.0,0.0
thermovirga,0.0,0.0
thiobacillus,0.0,0.0
thioglobus_c,0.4192159849106003,0.11230064367801298
thiomicrorhabdus,0.0,0.0
thiomicrospira,0.0,0.0
thiopseudomonas,0.0,0.0
tidjanibacter,0.0,0.0
tissierella,0.2620180505250383,0.0701900614202364
tissierella_a,0.0,0.0
traorella,0.0,0.0
treponema_d,0.2037837651568912,0.05459011302521839
treponema_f,0.748236279707078,0.2004394366122891
trichococcus,0.1707342857933096,0.045736734482067394
trueperella,0.0,0.0
tumebacillus,0.0,0.0
turicibacter,0.0,0.0
uba10281,0.0213152278159743,0.005709977410302881
uba10511,0.0,0.0
uba10518,0.0,0.0
uba10566,0.19270229592659888,0.05162158087889456
uba1062,0.0,0.0
uba10649,0.0,0.0
uba1067,0.0213152278159743,0.005709977410302881
uba10799,0.0,0.0
uba11358,1.2033535119359868,0.32235739768231275
uba11452,0.5208420384620023,0.1395244892351247
uba1179,2.2148036543826497,0.593307232930606
uba11865,0.0,0.0
uba1217,0.0,0.0
uba12396,0.0,0.0
uba12465,0.17361363714332861,0.04650806244097442
uba12481,0.0301442842624232,0.008075127494494364
uba12545,0.0,0.0
uba1258,0.0582342853681473,0.015599948395018064
uba1361,0.8988713529987085,0.24079194295753803
uba1362,0.0213152278159743,0.005709977410302881
uba1367,0.0,0.0
uba1384,0.0602885685248464,0.016150254988988727
uba1412,0.8816718816184432,0.2361845048434183
uba1413,0.0514595120783975,0.013785104904797245
uba1425,0.1154051955263204,0.030915037135705887
uba1429,0.0,0.0
uba1444,0.0,0.0
uba1535,0.0213152278159743,0.005709977410302881
uba1547,0.0,0.0
uba1685,0.1661851522454068,0.04451810102343229
uba1711,0.0,0.0
uba1712,0.0670633418145962,0.017965098479209546
uba1752,0.0,0.0
uba1829,0.3236306066333642,0.08669498956864234
uba183,0.0,0.0
uba1876,0.0,0.0
uba2192,0.0,0.0
uba2199,0.0,0.0
uba2212,0.0,0.0
uba2214,0.0,0.0
uba2224,0.0514595120783975,0.013785104904797245
uba2227,0.0,0.0
uba2253,0.876892951513964,0.23490431289906838
uba2256,0.1256389541120027,0.03365648239968502
uba2259,0.0,0.0
uba2284,0.1861256522639933,0.049859812856835405
uba2632,0.0,0.0
uba2658,0.0883785696305705,0.023675075889512426
uba288,0.1630674938787336,0.04368293477513141
uba3006,0.0,0.0
uba3103,0.0,0.0
uba3207,0.0991218104308105,0.026553002544222715
uba3254,0.0213152278159743,0.005709977410302881
uba3263,0.0,0.0
uba3291,0.0213152278159743,0.005709977410302881
uba3534,0.389523403002135,0.10434651935831685
uba3583,0.0,0.0
uba3700,0.0795495131841216,0.021309925805320942
uba3775,0.0,0.0
uba3792,0.5747194949100559,0.1539573192240404
uba3946,1.0337142504264192,0.27691400108890796
uba4053,0.0213152278159743,0.005709977410302881
uba4179,2.209437334793722,0.5918696895980278
uba4334,0.1274165779608229,0.03413267679499766
uba4372,0.0,0.0
uba4417,0.0,0.0
uba4644,0.0,0.0
uba472,0.0301442842624232,0.008075127494494364
uba4782,0.0,0.0
uba4810,0.0,0.0
uba4923,1.0148223695487684,0.2718531960165514
uba4971,2.901132374718807,0.777162715170612
uba5026,0.0602885685248464,0.016150254988988727
uba5066,0.0,0.0
uba5072,0.0,0.0
uba5124,0.0,0.0
uba5150,0.0,0.0
uba5189,0.0,0.0
uba5232,0.0213152278159743,0.005709977410302881
uba5272,0.21860541290145122,0.05856057369941672
uba5348,0.0,0.0
uba5352,0.0,0.0
uba5429,0.2282166513395385,0.06113525668382209
uba5435,1.2054247972819077,0.32291225886595143
uba5453,0.3443737666877774,0.09225172001279136
uba5456,0.823207092183957,0.2205228084331718
uba5734,0.0426304556319486,0.011419954820605762
uba5738,0.6860473559417839,0.18378010963081742
uba5767,0.0727747398943718,0.019495082315100123
uba5851,0.5321547152619941,0.1425549578529455
uba5905,0.0213152278159743,0.005709977410302881
uba6,0.2863483100753587,0.07670771319569716
uba6016,0.10657613907987179,0.02854988705151448
uba6024,0.0,0.0
uba6082,0.0,0.0
uba6107,0.1668647076047181,0.04470014204050318
uba6115,0.1154051955263205,0.030915037135705915
uba6163,0.0,0.0
uba6170,0.0735266597162903,0.019696508508363512
uba6182,0.0,0.0
uba6256,0.0,0.0
uba6345,0.0213152278159743,0.005709977410302881
uba644,0.0,0.0
uba6503,0.0514595120783975,0.013785104904797245
uba6544,0.0,0.0
uba6659,0.0,0.0
uba6857,0.11075717265651899,0.029669912954145547
uba7050,0.0689775261683873,0.018477875049728355
uba7067,0.0,0.0
uba7173,0.0,0.0
uba721,0.7320629583979164,0.1961068861876733
uba7332,0.0,0.0
uba737,0.0,0.0
uba738,0.4100367883027417,0.10984169715733254
uba7396,0.0,0.0
uba7640,1.2901729702168963,0.34561481486024254
uba7703,0.0,0.0
uba7706,0.0522114319003159,0.013986531098060605
uba7867,0.0301442842624232,0.008075127494494364
uba8199,0.0,0.0
uba8346,0.6513880113895196,0.17449547630867118
uba8389,0.0,0.0
uba8515,0.0,0.0
uba852,0.7321720507674794,0.19613611012894283
uba8525,0.0,0.0
uba866,0.45229447419595903,0.1211617934727524
uba8904,0.0,0.0
uba8950,0.0,0.0
uba9076,0.13100902526251912,0.03509503071011819
uba9339,0.0,0.0
uba946,0.0,0.0
uba9627,0.0,0.0
uba9628,0.0514595120783975,0.013785104904797245
uba9631,0.1364840518548683,0.03656169475110454
uba9647,0.0,0.0
uba9715,0.0,0.0
uba9862,0.16686470760471792,0.04470014204050313
uba9949,0.0426304556319487,0.011419954820605788
umgs1071,0.0,0.0
umgs1338,0.0,0.0
umgs1491,0.0213152278159743,0.005709977410302881
umgs1518,0.0213152278159743,0.005709977410302881
umgs1613,0.0,0.0
umgs1663,0.6617630884747092,0.17727477833152763
umgs1865,0.0,0.0
umgs2070,0.0,0.0
umgs263,0.4843140844005561,0.12973928804768411
umgs363,0.18924331063066652,0.050694979105136276
umgs687,0.13100902526251912,0.03509503071011819
umgs755,0.187500380061381,0.05022807843373514
umgs882,0.0,0.0
upxz01,0.0213152278159743,0.005709977410302881
udaeobacter,0.0,0.0
ulvibacter,0.0,0.0
undibacterium,0.0,0.0
unknown,117.69284806316635,31.527859312451422
ureibacillus,0.0,0.0
vatk01,0.0,0.0
vayn01,0.0,0.0
vemy01,0.5240359982494348,0.14038009530197557
veov01,0.0,0.0
vfjn01,0.0,0.0
vfzk01,0.0,0.0
vgbv01,0.0,0.0
vgsz01,0.0,0.0
vhbl01,0.0,0.0
vadinca11,1.6327413657463525,0.4373829074579189
vagococcus_d,0.0,0.0
vallitalea_a,0.0,0.0
ventricola,0.0,0.0
vermiculatibacterium,0.0,0.0
vescimonas,0.2446712902195543,0.06554316717442302
vicinibacter,0.0,0.0
victivallis,0.1603771913065238,0.04296224968338282
villigracilis,0.0213152278159743,0.005709977410302881
viridilinea,0.0,0.0
vreelandella,0.0,0.0
vulgatibacter,0.0,0.0
wfva01,0.0,0.0
wgai01,0.0,0.0
wlnj01,0.0,0.0
wo2-35-19,0.1436999630563329,0.038494711386480855
wquu01,0.0602885685248464,0.016150254988988727
wqze01,0.14554947978874372,0.03899016463020028
wrav01,0.0582342853681473,0.015599948395018064
wrcc01,0.0,0.0
wrgt01,0.0,0.0
wrhl01,0.0602885685248464,0.016150254988988727
wrio01,0.06394568344792301,0.01712993223090867
wrjc01,0.0,0.0
wrji01,0.0,0.0
wrmh01,0.1824685373409167,0.04888013561491545
wrms01,0.183220457162835,0.04908156180817879
wrnp01,0.0514595120783975,0.013785104904797245
wrnx01,0.0991218104308105,0.026553002544222715
wtbx01,0.0,0.0
wyz-lmo8,0.0,0.0
williamwhitmania,0.0,0.0
wolinella,0.2661772121679769,0.07130422821366751
woodwardibium,0.26027511995575303,0.06972316074883532
xyc2-full-35-21,0.0,0.0
xanthobacter,0.0,0.0
xanthomarina,0.0,0.0
xanthomonas_b,0.0213152278159743,0.005709977410302881
xenobium,0.1710457411813654,0.045820167943134274
xylanivirga,0.286450936707686,0.07673520507884021
yb12-full-65-16,0.0,0.0
yim-78166,0.0,0.0
yersinia,0.0,0.0
z2-yc6860,0.0,0.0
zc3rg10,0.5991811173981006,0.16051016083718117
zc4rg17,0.0,0.0
zcth02-b6,0.0,0.0
zag111,0.0639456834479231,0.0171299322309087
zeimonas,0.0,0.0
zhaonella,0.6684956807695549,0.17907832226961015
zoogloea,0.0,0.0
