sample-id	study-id	author	sample-name	condition1	condition2	condition3	mix1	mix2	type	absolute-filepath	forward-absolute-filepath	reverse-absolute-filepath
ERR3561517	ERP117518	HUPFAUF_2020	SAMEA5977128	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561517_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561517_2.fastq.gz
ERR3561518	ERP117518	HUPFAUF_2020	SAMEA5977129	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561518_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561518_2.fastq.gz
ERR3561519	ERP117518	HUPFAUF_2020	SAMEA5977130	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561519_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561519_2.fastq.gz
ERR3561520	ERP117518	HUPFAUF_2020	SAMEA5977131	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561520_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561520_2.fastq.gz
ERR3561521	ERP117518	HUPFAUF_2020	SAMEA5977132	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561521_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561521_2.fastq.gz
ERR3561522	ERP117518	HUPFAUF_2020	SAMEA5977133	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561522_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561522_2.fastq.gz
ERR3561523	ERP117518	HUPFAUF_2020	SAMEA5977134	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561523_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561523_2.fastq.gz
ERR3561524	ERP117518	HUPFAUF_2020	SAMEA5977135	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561524_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561524_2.fastq.gz
ERR3561525	ERP117518	HUPFAUF_2020	SAMEA5977136	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561525_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561525_2.fastq.gz
ERR3561526	ERP117518	HUPFAUF_2020	SAMEA5977137	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561526_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561526_2.fastq.gz
ERR3561527	ERP117518	HUPFAUF_2020	SAMEA5977138	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561527_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561527_2.fastq.gz
ERR3561528	ERP117518	HUPFAUF_2020	SAMEA5977139	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561528_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561528_2.fastq.gz
ERR3561529	ERP117518	HUPFAUF_2020	SAMEA5977140	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561529_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561529_2.fastq.gz
ERR3561530	ERP117518	HUPFAUF_2020	SAMEA5977141	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561530_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561530_2.fastq.gz
ERR3561531	ERP117518	HUPFAUF_2020	SAMEA5977142	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561531_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561531_2.fastq.gz
ERR3561532	ERP117518	HUPFAUF_2020	SAMEA5977143	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561532_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561532_2.fastq.gz
ERR3561533	ERP117518	HUPFAUF_2020	SAMEA5977144	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561533_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561533_2.fastq.gz
ERR3561534	ERP117518	HUPFAUF_2020	SAMEA5977145	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561534_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561534_2.fastq.gz
ERR3561535	ERP117518	HUPFAUF_2020	SAMEA5977146	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561535_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561535_2.fastq.gz
ERR3561536	ERP117518	HUPFAUF_2020	SAMEA5977147	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561536_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561536_2.fastq.gz
ERR3561537	ERP117518	HUPFAUF_2020	SAMEA5977148	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561537_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561537_2.fastq.gz
ERR3561538	ERP117518	HUPFAUF_2020	SAMEA5977149	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561538_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561538_2.fastq.gz
ERR3561539	ERP117518	HUPFAUF_2020	SAMEA5977150	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561539_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561539_2.fastq.gz
ERR3561540	ERP117518	HUPFAUF_2020	SAMEA5977151	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED-END		/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561540_1.fastq.gz	/home/ubuntu/biogas/samples/HUPFAUF_2020/ERR3561540_2.fastq.gz
SRR9089336	SRP198851	ENRIQUE_2019	SUB1	FOODWASTE	OFSW				PAIRED-END		/home/ubuntu/biogas/samples/ENRIQUE_2019/SRR9089336_1.fastq.gz	/home/ubuntu/biogas/samples/ENRIQUE_2019/SRR9089336_2.fastq.gz
SRR9089337	SRP198851	ENRIQUE_2019	CSTR2_13	FOODWASTE	OFSW				PAIRED-END		/home/ubuntu/biogas/samples/ENRIQUE_2019/SRR9089337_1.fastq.gz	/home/ubuntu/biogas/samples/ENRIQUE_2019/SRR9089337_2.fastq.gz
SRR9089338	SRP198851	ENRIQUE_2019	CSTR2_10	FOODWASTE	OFSW				PAIRED-END		/home/ubuntu/biogas/samples/ENRIQUE_2019/SRR9089338_1.fastq.gz	/home/ubuntu/biogas/samples/ENRIQUE_2019/SRR9089338_2.fastq.gz
SRR9089339	SRP198851	ENRIQUE_2019	CSTR1_16	FOODWASTE	OFSW				PAIRED-END		/home/ubuntu/biogas/samples/ENRIQUE_2019/SRR9089339_1.fastq.gz	/home/ubuntu/biogas/samples/ENRIQUE_2019/SRR9089339_2.fastq.gz
SRR9089340	SRP198851	ENRIQUE_2019	CSTR1_13	FOODWASTE	OFSW				PAIRED-END		/home/ubuntu/biogas/samples/ENRIQUE_2019/SRR9089340_1.fastq.gz	/home/ubuntu/biogas/samples/ENRIQUE_2019/SRR9089340_2.fastq.gz
SRR9089341	SRP198851	ENRIQUE_2019	CSTR1_INOC	FOODWASTE	OFSW				PAIRED-END		/home/ubuntu/biogas/samples/ENRIQUE_2019/SRR9089341_1.fastq.gz	/home/ubuntu/biogas/samples/ENRIQUE_2019/SRR9089341_2.fastq.gz
SRR9089342	SRP198851	ENRIQUE_2019	CSTR1_20	FOODWASTE	OFSW				PAIRED-END		/home/ubuntu/biogas/samples/ENRIQUE_2019/SRR9089342_1.fastq.gz	/home/ubuntu/biogas/samples/ENRIQUE_2019/SRR9089342_2.fastq.gz
SRR9089343	SRP198851	ENRIQUE_2019	CSTR2_20	FOODWASTE	OFSW				PAIRED-END		/home/ubuntu/biogas/samples/ENRIQUE_2019/SRR9089343_1.fastq.gz	/home/ubuntu/biogas/samples/ENRIQUE_2019/SRR9089343_2.fastq.gz
SRR9089344	SRP198851	ENRIQUE_2019	CSTR2_16	FOODWASTE	OFSW				PAIRED-END		/home/ubuntu/biogas/samples/ENRIQUE_2019/SRR9089344_1.fastq.gz	/home/ubuntu/biogas/samples/ENRIQUE_2019/SRR9089344_2.fastq.gz
SRR9089345	SRP198851	ENRIQUE_2019	CSTR1_10	FOODWASTE	OFSW				PAIRED-END		/home/ubuntu/biogas/samples/ENRIQUE_2019/SRR9089345_1.fastq.gz	/home/ubuntu/biogas/samples/ENRIQUE_2019/SRR9089345_2.fastq.gz
SRR9089346	SRP198851	ENRIQUE_2019	CSTR2_INOC	FOODWASTE	OFSW				PAIRED-END		/home/ubuntu/biogas/samples/ENRIQUE_2019/SRR9089346_1.fastq.gz	/home/ubuntu/biogas/samples/ENRIQUE_2019/SRR9089346_2.fastq.gz
SRR1951459	SRP056737	SMITH_2015	26_B_cDNA	DOMESTIC-URBAN					PAIRED-END		/home/ubuntu/biogas/samples/SMITH_2015/SRR1951459_1.fastq.gz	/home/ubuntu/biogas/samples/SMITH_2015/SRR1951459_2.fastq.gz
SRR1951460	SRP056737	SMITH_2015	26_B_DNA	DOMESTIC-URBAN					PAIRED-END		/home/ubuntu/biogas/samples/SMITH_2015/SRR1951460_1.fastq.gz	/home/ubuntu/biogas/samples/SMITH_2015/SRR1951460_2.fastq.gz
SRR1951462	SRP056737	SMITH_2015	52_B_cDNA	DOMESTIC-URBAN					PAIRED-END		/home/ubuntu/biogas/samples/SMITH_2015/SRR1951462_1.fastq.gz	/home/ubuntu/biogas/samples/SMITH_2015/SRR1951462_2.fastq.gz
SRR1951463	SRP056737	SMITH_2015	52_B_DNA	DOMESTIC-URBAN					PAIRED-END		/home/ubuntu/biogas/samples/SMITH_2015/SRR1951463_1.fastq.gz	/home/ubuntu/biogas/samples/SMITH_2015/SRR1951463_2.fastq.gz
ERR2588115	ERP108887	FITZGERALD_2019	BES_1	SYNTHETIC	CO2_H2				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588115_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588115_2.fastq.gz
ERR2588116	ERP108887	FITZGERALD_2019	BES_2	SYNTHETIC	CO2_H2				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588116_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588116_2.fastq.gz
ERR2588117	ERP108887	FITZGERALD_2019	BES_3	SYNTHETIC	CO2_H2				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588117_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588117_2.fastq.gz
ERR2588118	ERP108887	FITZGERALD_2019	BES_4	SYNTHETIC	CO2_H2				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588118_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588118_2.fastq.gz
ERR2588119	ERP108887	FITZGERALD_2019	BES_5	SYNTHETIC	CO2_H2				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588119_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588119_2.fastq.gz
ERR2588120	ERP108887	FITZGERALD_2019	BES_6	SYNTHETIC	CO2_H2				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588120_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588120_2.fastq.gz
ERR2588122	ERP108887	FITZGERALD_2019	CES_2	SYNTHETIC	CO2_H2				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588122_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588122_2.fastq.gz
ERR2588123	ERP108887	FITZGERALD_2019	CES_3	SYNTHETIC	CO2_H2				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588123_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588123_2.fastq.gz
ERR2588124	ERP108887	FITZGERALD_2019	CES_4	SYNTHETIC	CO2_H2				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588124_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588124_2.fastq.gz
ERR2588125	ERP108887	FITZGERALD_2019	CES_5	SYNTHETIC	CO2_H2				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588125_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588125_2.fastq.gz
ERR2588126	ERP108887	FITZGERALD_2019	CES_6	SYNTHETIC	CO2_H2				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588126_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588126_2.fastq.gz
ERR2588127	ERP108887	FITZGERALD_2019	CES_7	SYNTHETIC	CO2_H2				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588127_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588127_2.fastq.gz
ERR2588128	ERP108887	FITZGERALD_2019	CES_8	SYNTHETIC	CO2_H2				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588128_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588128_2.fastq.gz
ERR2588129	ERP108887	FITZGERALD_2019	CES_9	SYNTHETIC	CO2_H2				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588129_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588129_2.fastq.gz
ERR2588130	ERP108887	FITZGERALD_2019	ISA_1	SILAGE	MAIZE_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588130_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588130_2.fastq.gz
ERR2588131	ERP108887	FITZGERALD_2019	ISA_2	SILAGE	MAIZE_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588131_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588131_2.fastq.gz
ERR2588132	ERP108887	FITZGERALD_2019	ISA_3	SILAGE	MAIZE_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588132_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588132_2.fastq.gz
ERR2588133	ERP108887	FITZGERALD_2019	ISA_4	SILAGE	MAIZE_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588133_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588133_2.fastq.gz
ERR2588134	ERP108887	FITZGERALD_2019	ISA_5	SILAGE	MAIZE_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588134_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588134_2.fastq.gz
ERR2588135	ERP108887	FITZGERALD_2019	ISA_6	SILAGE	MAIZE_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588135_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588135_2.fastq.gz
ERR2588136	ERP108887	FITZGERALD_2019	ISA_7	SILAGE	MAIZE_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588136_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588136_2.fastq.gz
ERR2588137	ERP108887	FITZGERALD_2019	ISA_8	SILAGE	MAIZE_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588137_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588137_2.fastq.gz
ERR2588138	ERP108887	FITZGERALD_2019	ISA_9	SILAGE	MAIZE_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588138_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588138_2.fastq.gz
ERR2588139	ERP108887	FITZGERALD_2019	ISB_1	SILAGE	MAIZE_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588139_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588139_2.fastq.gz
ERR2588140	ERP108887	FITZGERALD_2019	ISB_2	SILAGE	MAIZE_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588140_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588140_2.fastq.gz
ERR2588141	ERP108887	FITZGERALD_2019	ISB_3	SILAGE	MAIZE_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588141_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588141_2.fastq.gz
ERR2588142	ERP108887	FITZGERALD_2019	ISB_4	SILAGE	MAIZE_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588142_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588142_2.fastq.gz
ERR2588143	ERP108887	FITZGERALD_2019	ISB_5	SILAGE	MAIZE_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588143_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588143_2.fastq.gz
ERR2588144	ERP108887	FITZGERALD_2019	ISB_6	SILAGE	MAIZE_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588144_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588144_2.fastq.gz
ERR2588145	ERP108887	FITZGERALD_2019	ISB_7	SILAGE	MAIZE_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588145_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588145_2.fastq.gz
ERR2588146	ERP108887	FITZGERALD_2019	ISB_8	SILAGE	MAIZE_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588146_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588146_2.fastq.gz
ERR2588147	ERP108887	FITZGERALD_2019	ISB_9	SILAGE	MAIZE_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588147_1.fastq.gz	/home/ubuntu/biogas/samples/FITZGERALD_2019/ERR2588147_2.fastq.gz
SRR14726993	SRP322586	ISFAHANI_2021	MEM3_-_2.5_h	MANURE	CATTLE_MANURE				PAIRED-END		/home/ubuntu/biogas/samples/ISFAHANI_2021/SRR14726993_1.fastq.gz	/home/ubuntu/biogas/samples/ISFAHANI_2021/SRR14726993_2.fastq.gz
SRR14726994	SRP322586	ISFAHANI_2021	MEM2_-_2.5_h	MANURE	CATTLE_MANURE				PAIRED-END		/home/ubuntu/biogas/samples/ISFAHANI_2021/SRR14726994_1.fastq.gz	/home/ubuntu/biogas/samples/ISFAHANI_2021/SRR14726994_2.fastq.gz
SRR14726995	SRP322586	ISFAHANI_2021	MEM1_-_2.5_h	MANURE	CATTLE_MANURE				PAIRED-END		/home/ubuntu/biogas/samples/ISFAHANI_2021/SRR14726995_1.fastq.gz	/home/ubuntu/biogas/samples/ISFAHANI_2021/SRR14726995_2.fastq.gz
SRR14726996	SRP322586	ISFAHANI_2021	MEM4_-_5_h	MANURE	CATTLE_MANURE				PAIRED-END		/home/ubuntu/biogas/samples/ISFAHANI_2021/SRR14726996_1.fastq.gz	/home/ubuntu/biogas/samples/ISFAHANI_2021/SRR14726996_2.fastq.gz
SRR14726997	SRP322586	ISFAHANI_2021	MEM3_-_5_h	MANURE	CATTLE_MANURE				PAIRED-END		/home/ubuntu/biogas/samples/ISFAHANI_2021/SRR14726997_1.fastq.gz	/home/ubuntu/biogas/samples/ISFAHANI_2021/SRR14726997_2.fastq.gz
SRR14726998	SRP322586	ISFAHANI_2021	MEM2_-_5_h	MANURE	CATTLE_MANURE				PAIRED-END		/home/ubuntu/biogas/samples/ISFAHANI_2021/SRR14726998_1.fastq.gz	/home/ubuntu/biogas/samples/ISFAHANI_2021/SRR14726998_2.fastq.gz
SRR14726999	SRP322586	ISFAHANI_2021	MEM1_-_5_h	MANURE	CATTLE_MANURE				PAIRED-END		/home/ubuntu/biogas/samples/ISFAHANI_2021/SRR14726999_1.fastq.gz	/home/ubuntu/biogas/samples/ISFAHANI_2021/SRR14726999_2.fastq.gz
SRR14727000	SRP322586	ISFAHANI_2021	Inoculum_3	MANURE	CATTLE_MANURE				PAIRED-END		/home/ubuntu/biogas/samples/ISFAHANI_2021/SRR14727000_1.fastq.gz	/home/ubuntu/biogas/samples/ISFAHANI_2021/SRR14727000_2.fastq.gz
SRR14727001	SRP322586	ISFAHANI_2021	Inoculum_2	MANURE	CATTLE_MANURE				PAIRED-END		/home/ubuntu/biogas/samples/ISFAHANI_2021/SRR14727001_1.fastq.gz	/home/ubuntu/biogas/samples/ISFAHANI_2021/SRR14727001_2.fastq.gz
SRR14727002	SRP322586	ISFAHANI_2021	Inoculum_1	MANURE	CATTLE_MANURE				PAIRED-END		/home/ubuntu/biogas/samples/ISFAHANI_2021/SRR14727002_1.fastq.gz	/home/ubuntu/biogas/samples/ISFAHANI_2021/SRR14727002_2.fastq.gz
SRR11545268	SRP256363	RETTENMEIER_2020	TI-GR	SILAGE	CORN_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545268_1.fastq.gz	/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545268_2.fastq.gz
SRR11545269	SRP256363	RETTENMEIER_2020	TI-IS	SILAGE	CORN_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545269_1.fastq.gz	/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545269_2.fastq.gz
SRR11545270	SRP256363	RETTENMEIER_2020	TS-GR	SILAGE	CORN_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545270_1.fastq.gz	/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545270_2.fastq.gz
SRR11545271	SRP256363	RETTENMEIER_2020	TS-IS	SILAGE	CORN_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545271_1.fastq.gz	/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545271_2.fastq.gz
SRR11545272	SRP256363	RETTENMEIER_2020	MS2-GR	SILAGE	CORN_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545272_1.fastq.gz	/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545272_2.fastq.gz
SRR11545273	SRP256363	RETTENMEIER_2020	MS2-IS	SILAGE	CORN_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545273_1.fastq.gz	/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545273_2.fastq.gz
SRR11545274	SRP256363	RETTENMEIER_2020	MS1-GR	SILAGE	CORN_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545274_1.fastq.gz	/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545274_2.fastq.gz
SRR11545275	SRP256363	RETTENMEIER_2020	MS1-IS	SILAGE	CORN_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545275_1.fastq.gz	/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545275_2.fastq.gz
SRR11545276	SRP256363	RETTENMEIER_2020	MS3-GR	SILAGE	CORN_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545276_1.fastq.gz	/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545276_2.fastq.gz
SRR11545277	SRP256363	RETTENMEIER_2020	MS3-IS	SILAGE	CORN_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545277_1.fastq.gz	/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545277_2.fastq.gz
SRR11545278	SRP256363	RETTENMEIER_2020	MI-GR	SILAGE	CORN_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545278_1.fastq.gz	/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545278_2.fastq.gz
SRR11545279	SRP256363	RETTENMEIER_2020	MI-IS	SILAGE	CORN_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545279_1.fastq.gz	/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR11545279_2.fastq.gz
SRR12983455	SRP256363	RETTENMEIER_2020	TI-IS-II-GS2	SILAGE	CORN_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR12983455_1.fastq.gz	/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR12983455_2.fastq.gz
SRR12983456	SRP256363	RETTENMEIER_2020	TI-IS-I-GS2	SILAGE	CORN_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR12983456_1.fastq.gz	/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR12983456_2.fastq.gz
SRR12983457	SRP256363	RETTENMEIER_2020	TI-GR-II-GR-20	SILAGE	CORN_SILAGE				PAIRED-END		/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR12983457_1.fastq.gz	/home/ubuntu/biogas/samples/RETTENMEIER_2020/SRR12983457_2.fastq.gz
