sample-id	study-id	author	sample-name	condition1	condition2	condition3	mix1	mix2	type	absolute-filepath	forward-absolute-filepath	reverse-absolute-filepath
SRR12011803	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011803_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011803_2.fastq.gz
SRR12011804	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011804_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011804_2.fastq.gz
SRR12011805	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011805_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011805_2.fastq.gz
SRR12011806	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011806_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011806_2.fastq.gz
SRR12011808	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011808_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011808_2.fastq.gz
SRR12011809	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011809_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011809_2.fastq.gz
SRR12011810	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011810_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011810_2.fastq.gz
SRR12011811	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011811_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011811_2.fastq.gz
SRR12011812	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011812_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011812_2.fastq.gz
SRR12011813	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011813_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011813_2.fastq.gz
SRR12011814	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011814_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011814_2.fastq.gz
SRR12011815	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011815_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011815_2.fastq.gz
SRR12011816	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011816_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011816_2.fastq.gz
SRR12011817	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011817_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011817_2.fastq.gz
SRR12011818	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011818_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011818_2.fastq.gz
SRR12011819	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011819_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011819_2.fastq.gz
SRR12011820	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011820_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011820_2.fastq.gz
SRR12011821	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011821_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011821_2.fastq.gz
SRR12011822	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011822_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011822_2.fastq.gz
SRR12011823	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011823_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011823_2.fastq.gz
SRR12011824	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011824_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011824_2.fastq.gz
SRR12011825	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011825_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011825_2.fastq.gz
SRR12011826	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011826_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011826_2.fastq.gz
SRR12011827	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011827_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011827_2.fastq.gz
SRR12011828	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011828_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011828_2.fastq.gz
SRR12011829	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011829_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011829_2.fastq.gz
SRR12011830	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011830_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011830_2.fastq.gz
SRR12011831	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011831_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011831_2.fastq.gz
SRR12011832	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011832_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011832_2.fastq.gz
SRR12011833	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011833_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011833_2.fastq.gz
SRR12011834	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011834_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011834_2.fastq.gz
SRR12011835	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011835_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011835_2.fastq.gz
SRR12011836	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011836_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011836_2.fastq.gz
SRR12011837	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011837_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011837_2.fastq.gz
SRR12011838	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011838_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011838_2.fastq.gz
SRR12011839	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011839_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011839_2.fastq.gz
SRR12011840	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011840_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011840_2.fastq.gz
SRR12011841	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011841_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011841_2.fastq.gz
SRR12011842	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011842_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011842_2.fastq.gz
SRR12011843	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011843_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011843_2.fastq.gz
SRR12011844	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011844_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011844_2.fastq.gz
SRR12011845	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011845_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011845_2.fastq.gz
SRR12011847	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011847_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011847_2.fastq.gz
SRR12011848	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011848_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011848_2.fastq.gz
SRR12011849	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011849_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011849_2.fastq.gz
SRR12011850	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011850_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011850_2.fastq.gz
SRR12011851	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011851_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011851_2.fastq.gz
SRR12011852	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011852_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011852_2.fastq.gz
SRR12011853	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011853_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011853_2.fastq.gz
SRR12011854	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011854_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011854_2.fastq.gz
SRR12011855	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011855_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011855_2.fastq.gz
SRR12011856	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011856_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011856_2.fastq.gz
SRR12011858	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011858_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011858_2.fastq.gz
SRR12011859	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011859_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011859_2.fastq.gz
SRR12011860	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011860_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011860_2.fastq.gz
SRR12011861	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011861_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011861_2.fastq.gz
SRR12011862	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011862_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011862_2.fastq.gz
SRR12011863	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011863_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011863_2.fastq.gz
SRR12011864	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011864_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011864_2.fastq.gz
SRR12011865	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011865_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011865_2.fastq.gz
SRR12011866	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011866_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011866_2.fastq.gz
SRR12011867	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011867_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011867_2.fastq.gz
SRR12011868	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011868_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011868_2.fastq.gz
SRR12011869	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011869_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011869_2.fastq.gz
SRR12011870	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011870_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011870_2.fastq.gz
SRR12011871	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011871_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011871_2.fastq.gz
SRR12011872	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011872_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011872_2.fastq.gz
SRR12011873	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011873_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011873_2.fastq.gz
SRR12011874	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011874_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011874_2.fastq.gz
SRR12011875	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011875_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011875_2.fastq.gz
SRR12011876	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011876_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011876_2.fastq.gz
SRR12011877	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011877_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011877_2.fastq.gz
SRR12011878	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011878_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011878_2.fastq.gz
SRR12011879	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011879_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011879_2.fastq.gz
SRR12011880	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011880_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011880_2.fastq.gz
SRR12011881	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011881_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011881_2.fastq.gz
SRR12011882	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011882_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011882_2.fastq.gz
SRR12011883	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011883_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011883_2.fastq.gz
SRR12011884	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011884_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011884_2.fastq.gz
SRR12011885	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011885_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011885_2.fastq.gz
SRR12011886	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011886_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011886_2.fastq.gz
SRR12011887	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011887_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011887_2.fastq.gz
SRR12011888	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011888_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011888_2.fastq.gz
SRR12011889	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011889_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011889_2.fastq.gz
SRR12011890	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011890_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011890_2.fastq.gz
SRR12011891	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011891_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011891_2.fastq.gz
SRR12011892	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011892_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011892_2.fastq.gz
SRR12011893	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011893_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011893_2.fastq.gz
SRR12011894	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011894_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011894_2.fastq.gz
SRR12011895	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011895_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011895_2.fastq.gz
SRR12011896	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011896_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011896_2.fastq.gz
SRR12011897	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011897_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011897_2.fastq.gz
SRR12011898	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011898_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011898_2.fastq.gz
SRR12011899	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011899_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011899_2.fastq.gz
SRR12011900	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011900_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011900_2.fastq.gz
SRR12011901	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011901_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011901_2.fastq.gz
SRR12011902	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011902_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011902_2.fastq.gz
SRR12011903	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011903_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011903_2.fastq.gz
SRR12011904	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011904_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011904_2.fastq.gz
SRR12011905	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011905_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011905_2.fastq.gz
SRR12011907	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011907_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011907_2.fastq.gz
SRR12011908	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011908_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011908_2.fastq.gz
SRR12011909	SRP267276	ELIASSON_2021	AD_animal_MANURE_2020	MANURE					PAIRED-END		/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011909_1.fastq.gz	/home/ubuntu/biogas/samples/ELIASSON_2021/SRR12011909_2.fastq.gz
